strongs	class	lemma	root_paleo	surface	count
H3256	prefix-retained	𐤉𐤎𐤓	𐤌𐤉𐤎𐤓	𐤌𐤉𐤎𐤓	
H3332	related	𐤉𐤑𐤒	𐤌𐤉𐤑𐤒𐤕	𐤌𐤉𐤑𐤒𐤕	
H3372	related	𐤉𐤓𐤀	𐤌𐤉𐤓𐤀𐤉𐤌	𐤌𐤉𐤓𐤀𐤉𐤌	
H3474	prefix-retained	𐤉𐤔𐤓	𐤌𐤉𐤔𐤓	𐤌𐤉𐤔𐤓	
H3474	related	𐤉𐤔𐤓	𐤌𐤉𐤔𐤓𐤉𐤌	𐤌𐤉𐤔𐤓𐤉𐤌	
H5221	unrelated	𐤍𐤊𐤄	𐤌𐤊	𐤌𐤊	
H5221	unrelated	𐤍𐤊𐤄	𐤌𐤊	𐤌𐤊	
H3510	prefix-retained	𐤊𐤀𐤁	𐤌𐤊𐤀𐤁	𐤌𐤊𐤀𐤁	
H3513	prefix-retained	𐤊𐤁𐤃	𐤌𐤊𐤁𐤃	𐤌𐤊𐤁𐤃	
H3513	prefix-retained	𐤊𐤁𐤃	𐤌𐤊𐤁𐤃	𐤌𐤊𐤁𐤃	
H3513	prefix-retained	𐤊𐤁𐤃	𐤌𐤊𐤁𐤃	𐤌𐤊𐤁𐤃	
H3513	prefix-retained	𐤊𐤁𐤃	𐤌𐤊𐤁𐤃	𐤌𐤊𐤁𐤃	
H3513	related	𐤊𐤁𐤃	𐤌𐤊𐤁𐤃𐤉	𐤌𐤊𐤁𐤃𐤉	
H3518	prefix-retained	𐤊𐤁𐤄	𐤌𐤊𐤁𐤄	𐤌𐤊𐤁𐤄	
H3513	related	𐤊𐤁𐤃	𐤌𐤊𐤁𐤉𐤃	𐤌𐤊𐤁𐤉𐤃	
H3526	related	𐤊𐤁𐤎	𐤌𐤊𐤁𐤎𐤉𐤌	𐤌𐤊𐤁𐤎𐤉𐤌	
H5221	related	𐤍𐤊𐤄	𐤌𐤊𐤄	𐤌𐤊𐤄	
H5221	related	𐤍𐤊𐤄	𐤌𐤊𐤄	𐤌𐤊𐤄	
H5221	related	𐤍𐤊𐤄	𐤌𐤊𐤄	𐤌𐤊𐤄	
H5221	related	𐤍𐤊𐤄	𐤌𐤊𐤄	𐤌𐤊𐤄	
H5221	related	𐤍𐤊𐤄	𐤌𐤊𐤄	𐤌𐤊𐤄	
H5221	related	𐤍𐤊𐤄	𐤌𐤊𐤄	𐤌𐤊𐤄	
H5221	unrelated	𐤍𐤊𐤄	𐤌𐤊𐤉	𐤌𐤊𐤉	
H5221	unrelated	𐤍𐤊𐤄	𐤌𐤊𐤉𐤌	𐤌𐤊𐤉𐤌	
H5221	unrelated	𐤍𐤊𐤄	𐤌𐤊𐤉𐤌	𐤌𐤊𐤉𐤌	
H3559	related	𐤊𐤅𐤍	𐤌𐤊𐤉𐤍	𐤌𐤊𐤉𐤍	
H3559	related	𐤊𐤅𐤍	𐤌𐤊𐤉𐤍	𐤌𐤊𐤉𐤍	
H5234	related	𐤍𐤊𐤓	𐤌𐤊𐤉𐤓	𐤌𐤊𐤉𐤓	
H5234	related	𐤍𐤊𐤓	𐤌𐤊𐤉𐤓	𐤌𐤊𐤉𐤓	
H5234	related	𐤍𐤊𐤓	𐤌𐤊𐤉𐤓𐤉𐤌	𐤌𐤊𐤉𐤓𐤉𐤌	
H3615	prefix-retained	𐤊𐤋𐤄	𐤌𐤊𐤋𐤄	𐤌𐤊𐤋𐤄	
H3615	related	𐤊𐤋𐤄	𐤌𐤊𐤋𐤅𐤕	𐤌𐤊𐤋𐤅𐤕	
H3637	related	𐤊𐤋𐤌	𐤌𐤊𐤋𐤉𐤌	𐤌𐤊𐤋𐤉𐤌	
H3557	related	𐤊𐤅𐤋	𐤌𐤊𐤋𐤊𐤋	𐤌𐤊𐤋𐤊𐤋	
H3637	prefix-retained	𐤊𐤋𐤌	𐤌𐤊𐤋𐤌	𐤌𐤊𐤋𐤌	
H3673	prefix-retained	𐤊𐤍𐤔	𐤌𐤊𐤍𐤔	𐤌𐤊𐤍𐤔	
H3680	prefix-retained	𐤊𐤎𐤄	𐤌𐤊𐤎𐤄	𐤌𐤊𐤎𐤄	
H3680	related	𐤊𐤎𐤄	𐤌𐤊𐤎𐤅𐤕	𐤌𐤊𐤎𐤅𐤕	
H3680	related	𐤊𐤎𐤄	𐤌𐤊𐤎𐤅𐤕	𐤌𐤊𐤎𐤅𐤕	
H3680	related	𐤊𐤎𐤄	𐤌𐤊𐤎𐤉𐤌	𐤌𐤊𐤎𐤉𐤌	
H3680	related	𐤊𐤎𐤄	𐤌𐤊𐤎𐤉𐤌	𐤌𐤊𐤎𐤉𐤌	
H3707	related	𐤊𐤏𐤎	𐤌𐤊𐤏𐤉𐤎𐤉𐤌	𐤌𐤊𐤏𐤉𐤎𐤉𐤌	
H3707	related	𐤊𐤏𐤎	𐤌𐤊𐤏𐤎𐤉𐤌	𐤌𐤊𐤏𐤎𐤉𐤌	
H3729	related	𐤊𐤐𐤕	𐤌𐤊𐤐𐤕𐤉𐤍	𐤌𐤊𐤐𐤕𐤉𐤍	
H3729	related	𐤊𐤐𐤕	𐤌𐤊𐤐𐤕𐤉𐤍	𐤌𐤊𐤐𐤕𐤉𐤍	
H3736	prefix-retained	𐤊𐤓𐤁𐤋	𐤌𐤊𐤓𐤁𐤋	𐤌𐤊𐤓𐤁𐤋	
H3769	related	𐤊𐤓𐤓	𐤌𐤊𐤓𐤊𐤓	𐤌𐤊𐤓𐤊𐤓	
H3782	related	𐤊𐤔𐤋	𐤌𐤊𐤔𐤋𐤉𐤌	𐤌𐤊𐤔𐤋𐤉𐤌	
H3784	prefix-retained	𐤊𐤔𐤐	𐤌𐤊𐤔𐤐	𐤌𐤊𐤔𐤐	
H3784	related	𐤊𐤔𐤐	𐤌𐤊𐤔𐤐𐤄	𐤌𐤊𐤔𐤐𐤄	
H3784	related	𐤊𐤔𐤐	𐤌𐤊𐤔𐤐𐤉𐤌	𐤌𐤊𐤔𐤐𐤉𐤌	
H3789	related	𐤊𐤕𐤁	𐤌𐤊𐤕𐤁𐤉𐤌	𐤌𐤊𐤕𐤁𐤉𐤌	
H3803	related	𐤊𐤕𐤓	𐤌𐤊𐤕𐤉𐤓	𐤌𐤊𐤕𐤉𐤓	
H3847	prefix-retained	𐤋𐤁𐤔	𐤌𐤋𐤁𐤔	𐤌𐤋𐤁𐤔	
H3847	related	𐤋𐤁𐤔	𐤌𐤋𐤁𐤔𐤉𐤌	𐤌𐤋𐤁𐤔𐤉𐤌	
H3867	prefix-retained	𐤋𐤅𐤄	𐤌𐤋𐤅𐤄	𐤌𐤋𐤅𐤄	
H3867	prefix-retained	𐤋𐤅𐤄	𐤌𐤋𐤅𐤄	𐤌𐤋𐤅𐤄	
H3960	related	𐤋𐤔𐤍	𐤌𐤋𐤅𐤔𐤍𐤉	𐤌𐤋𐤅𐤔𐤍𐤉	
H3907	related	𐤋𐤇𐤔	𐤌𐤋𐤇𐤔𐤉𐤌	𐤌𐤋𐤇𐤔𐤉𐤌	
H3913	prefix-retained	𐤋𐤈𐤔	𐤌𐤋𐤈𐤔	𐤌𐤋𐤈𐤔	
H3885	related	𐤋𐤅𐤍	𐤌𐤋𐤉𐤍𐤉𐤌	𐤌𐤋𐤉𐤍𐤉𐤌	
H3885	related	𐤋𐤅𐤍	𐤌𐤋𐤉𐤍𐤌	𐤌𐤋𐤉𐤍𐤌	
H8519	unrelated	𐤕𐤋𐤅𐤍𐤄	𐤌𐤋𐤉𐤍𐤌	𐤌𐤋𐤉𐤍𐤌	
H3887	related	𐤋𐤅𐤑	𐤌𐤋𐤉𐤑	𐤌𐤋𐤉𐤑	
H3887	related	𐤋𐤅𐤑	𐤌𐤋𐤉𐤑	𐤌𐤋𐤉𐤑	
H3887	related	𐤋𐤅𐤑	𐤌𐤋𐤉𐤑𐤉	𐤌𐤋𐤉𐤑𐤉	
H3887	related	𐤋𐤅𐤑	𐤌𐤋𐤉𐤑𐤉	𐤌𐤋𐤉𐤑𐤉	
H3925	prefix-retained	𐤋𐤌𐤃	𐤌𐤋𐤌𐤃	𐤌𐤋𐤌𐤃	
H3925	prefix-retained	𐤋𐤌𐤃	𐤌𐤋𐤌𐤃	𐤌𐤋𐤌𐤃	
H3925	prefix-retained	𐤋𐤌𐤃	𐤌𐤋𐤌𐤃	𐤌𐤋𐤌𐤃	
H3925	prefix-retained	𐤋𐤌𐤃	𐤌𐤋𐤌𐤃	𐤌𐤋𐤌𐤃	
H3925	related	𐤋𐤌𐤃	𐤌𐤋𐤌𐤃𐤄	𐤌𐤋𐤌𐤃𐤄	
H3925	related	𐤋𐤌𐤃	𐤌𐤋𐤌𐤃𐤉	𐤌𐤋𐤌𐤃𐤉	
H3931	related	𐤋𐤏𐤁	𐤌𐤋𐤏𐤁𐤉𐤌	𐤌𐤋𐤏𐤁𐤉𐤌	
H3932	related	𐤋𐤏𐤂	𐤌𐤋𐤏𐤂𐤉𐤌	𐤌𐤋𐤏𐤂𐤉𐤌	
H502	related	𐤀𐤋𐤐	𐤌𐤋𐤐	𐤌𐤋𐤐	
H3950	prefix-retained	𐤋𐤒𐤈	𐤌𐤋𐤒𐤈	𐤌𐤋𐤒𐤈	
H3950	related	𐤋𐤒𐤈	𐤌𐤋𐤒𐤈𐤉𐤌	𐤌𐤋𐤒𐤈𐤉𐤌	
H3952	related	𐤋𐤒𐤒	𐤌𐤋𐤒𐤒𐤉𐤌	𐤌𐤋𐤒𐤒𐤉𐤌	
H560	related	𐤀𐤌𐤓	𐤌𐤌𐤓	𐤌𐤌𐤓	
H5003	prefix-retained	𐤍𐤀𐤐	𐤌𐤍𐤀𐤐	𐤌𐤍𐤀𐤐	
H5003	related	𐤍𐤀𐤐	𐤌𐤍𐤀𐤐𐤉𐤌	𐤌𐤍𐤀𐤐𐤉𐤌	
H5003	related	𐤍𐤀𐤐	𐤌𐤍𐤀𐤐𐤕	𐤌𐤍𐤀𐤐𐤕	
H5006	prefix-retained	𐤍𐤀𐤑	𐤌𐤍𐤀𐤑	𐤌𐤍𐤀𐤑	
H5006	prefix-retained	𐤍𐤀𐤑	𐤌𐤍𐤀𐤑	𐤌𐤍𐤀𐤑	
H5006	related	𐤍𐤀𐤑	𐤌𐤍𐤀𐤑𐤉	𐤌𐤍𐤀𐤑𐤉	
H5034	prefix-retained	𐤍𐤁𐤋	𐤌𐤍𐤁𐤋	𐤌𐤍𐤁𐤋	
H5055	prefix-retained	𐤍𐤂𐤇	𐤌𐤍𐤂𐤇	𐤌𐤍𐤂𐤇	
H5059	prefix-retained	𐤍𐤂𐤍	𐤌𐤍𐤂𐤍	𐤌𐤍𐤂𐤍	
H5074	related	𐤍𐤃𐤃	𐤌𐤍𐤃	𐤌𐤍𐤃	
H5080	prefix-retained	𐤍𐤃𐤇	𐤌𐤍𐤃𐤇	𐤌𐤍𐤃𐤇	
H5077	related	𐤍𐤃𐤄	𐤌𐤍𐤃𐤉	𐤌𐤍𐤃𐤉	
H5077	related	𐤍𐤃𐤄	𐤌𐤍𐤃𐤉𐤌	𐤌𐤍𐤃𐤉𐤌	
H5090	related	𐤍𐤄𐤂	𐤌𐤍𐤄𐤂𐤅𐤕	𐤌𐤍𐤄𐤂𐤅𐤕	
H5095	prefix-retained	𐤍𐤄𐤋	𐤌𐤍𐤄𐤋	𐤌𐤍𐤄𐤋	
H3240	related	𐤉𐤍𐤇	𐤌𐤍𐤇	𐤌𐤍𐤇	
H5157	related	𐤍𐤇𐤋	𐤌𐤍𐤇𐤉𐤋	𐤌𐤍𐤇𐤉𐤋	
H5162	prefix-retained	𐤍𐤇𐤌	𐤌𐤍𐤇𐤌	𐤌𐤍𐤇𐤌	
H5162	prefix-retained	𐤍𐤇𐤌	𐤌𐤍𐤇𐤌	𐤌𐤍𐤇𐤌	
H5162	related	𐤍𐤇𐤌	𐤌𐤍𐤇𐤌𐤉	𐤌𐤍𐤇𐤌𐤉	
H5162	related	𐤍𐤇𐤌	𐤌𐤍𐤇𐤌𐤉𐤌	𐤌𐤍𐤇𐤌𐤉𐤌	
H5172	prefix-retained	𐤍𐤇𐤔	𐤌𐤍𐤇𐤔	𐤌𐤍𐤇𐤔	
H3240	related	𐤉𐤍𐤇	𐤌𐤍𐤉𐤇	𐤌𐤍𐤉𐤇	
H5117	related	𐤍𐤅𐤇	𐤌𐤍𐤉𐤇	𐤌𐤍𐤉𐤇	
H5130	related	𐤍𐤅𐤐	𐤌𐤍𐤉𐤐	𐤌𐤍𐤉𐤐	
H5130	related	𐤍𐤅𐤐	𐤌𐤍𐤉𐤐	𐤌𐤍𐤉𐤐	
H5254	prefix-retained	𐤍𐤎𐤄	𐤌𐤍𐤎𐤄	𐤌𐤍𐤎𐤄	
H5310	related	𐤍𐤐𐤑	𐤌𐤍𐤐𐤑𐤅𐤕	𐤌𐤍𐤐𐤑𐤅𐤕	
H5329	prefix-retained	𐤍𐤑𐤇	𐤌𐤍𐤑𐤇	𐤌𐤍𐤑𐤇	
H5329	related	𐤍𐤑𐤇	𐤌𐤍𐤑𐤇𐤉𐤌	𐤌𐤍𐤑𐤇𐤉𐤌	
H3243	related	𐤉𐤍𐤒	𐤌𐤍𐤒𐤕	𐤌𐤍𐤒𐤕	
H5375	related	𐤍𐤔𐤀	𐤌𐤍𐤔𐤀𐤉𐤌	𐤌𐤍𐤔𐤀𐤉𐤌	
H5415	prefix-retained	𐤍𐤕𐤍	𐤌𐤍𐤕𐤍	𐤌𐤍𐤕𐤍	
H5437	related	𐤎𐤁𐤁	𐤌𐤎𐤁	𐤌𐤎𐤁	
H5445	related	𐤎𐤁𐤋	𐤌𐤎𐤁𐤋𐤉𐤌	𐤌𐤎𐤁𐤋𐤉𐤌	
H5462	related	𐤎𐤂𐤓	𐤌𐤎𐤂𐤓𐤕	𐤌𐤎𐤂𐤓𐤕	
H5446	related	𐤎𐤁𐤋	𐤌𐤎𐤅𐤁𐤋𐤉𐤍	𐤌𐤎𐤅𐤁𐤋𐤉𐤍	
H5253	related	𐤍𐤎𐤂	𐤌𐤎𐤉𐤂	𐤌𐤎𐤉𐤂	
H5253	related	𐤍𐤎𐤂	𐤌𐤎𐤉𐤂𐤉	𐤌𐤎𐤉𐤂𐤉	
H5526	related	𐤎𐤊𐤊	𐤌𐤎𐤉𐤊	𐤌𐤎𐤉𐤊	
H5265	related	𐤍𐤎𐤏	𐤌𐤎𐤉𐤏	𐤌𐤎𐤉𐤏	
H5493	related	𐤎𐤅𐤓	𐤌𐤎𐤉𐤓	𐤌𐤎𐤉𐤓	
H5496	related	𐤎𐤅𐤕	𐤌𐤎𐤉𐤕	𐤌𐤎𐤉𐤕	
H5533	prefix-retained	𐤎𐤊𐤍	𐤌𐤎𐤊𐤍	𐤌𐤎𐤊𐤍	
H5537	related	𐤎𐤋𐤀	𐤌𐤎𐤋𐤀𐤉𐤌	𐤌𐤎𐤋𐤀𐤉𐤌	
H5557	prefix-retained	𐤎𐤋𐤐	𐤌𐤎𐤋𐤐	𐤌𐤎𐤋𐤐	
H5583	related	𐤎𐤏𐤃	𐤌𐤎𐤏𐤃𐤉𐤍	𐤌𐤎𐤏𐤃𐤉𐤍	
H5586	prefix-retained	𐤎𐤏𐤐	𐤌𐤎𐤏𐤐	𐤌𐤎𐤏𐤐	
H5594	prefix-retained	𐤎𐤐𐤃	𐤌𐤎𐤐𐤃	𐤌𐤎𐤐𐤃	
H5594	prefix-retained	𐤎𐤐𐤃	𐤌𐤎𐤐𐤃	𐤌𐤎𐤐𐤃	
H5596	prefix-retained	𐤎𐤐𐤇	𐤌𐤎𐤐𐤇	𐤌𐤎𐤐𐤇	
H5608	prefix-retained	𐤎𐤐𐤓	𐤌𐤎𐤐𐤓	𐤌𐤎𐤐𐤓	
H5608	related	𐤎𐤐𐤓	𐤌𐤎𐤐𐤓𐤉𐤌	𐤌𐤎𐤐𐤓𐤉𐤌	
H5635	prefix-retained	𐤎𐤓𐤐	𐤌𐤎𐤓𐤐	𐤌𐤎𐤓𐤐	
H5549	related	𐤎𐤋𐤋	𐤌𐤎𐤕𐤅𐤋𐤋	𐤌𐤎𐤕𐤅𐤋𐤋	
H5641	related	𐤎𐤕𐤓	𐤌𐤎𐤕𐤉𐤓	𐤌𐤎𐤕𐤉𐤓	
H5642	related	𐤎𐤕𐤓	𐤌𐤎𐤕𐤓𐤕	𐤌𐤎𐤕𐤓𐤕	
H5641	related	𐤎𐤕𐤓	𐤌𐤎𐤕𐤓𐤕	𐤌𐤎𐤕𐤓𐤕	
H5641	related	𐤎𐤕𐤓	𐤌𐤎𐤕𐤕𐤓	𐤌𐤎𐤕𐤕𐤓	
H5648	prefix-retained	𐤏𐤁𐤃	𐤌𐤏𐤁𐤃	𐤌𐤏𐤁𐤃	
H5647	related	𐤏𐤁𐤃	𐤌𐤏𐤁𐤃𐤉𐤌	𐤌𐤏𐤁𐤃𐤉𐤌	
H5674	related	𐤏𐤁𐤓	𐤌𐤏𐤁𐤉𐤓	𐤌𐤏𐤁𐤉𐤓	
H5674	related	𐤏𐤁𐤓	𐤌𐤏𐤁𐤓𐤉𐤌	𐤌𐤏𐤁𐤓𐤉𐤌	
H5710	prefix-retained	𐤏𐤃𐤄	𐤌𐤏𐤃𐤄	𐤌𐤏𐤃𐤄	
H3259	related	𐤉𐤏𐤃	𐤌𐤏𐤃𐤅𐤕	𐤌𐤏𐤃𐤅𐤕	
H5749	related	𐤏𐤅𐤃	𐤌𐤏𐤅𐤃𐤃	𐤌𐤏𐤅𐤃𐤃	
H5765	prefix-retained	𐤏𐤅𐤋	𐤌𐤏𐤅𐤋	𐤌𐤏𐤅𐤋	
H5953	related	𐤏𐤋𐤋	𐤌𐤏𐤅𐤋𐤋	𐤌𐤏𐤅𐤋𐤋	
H6049	related	𐤏𐤍𐤍	𐤌𐤏𐤅𐤍𐤍	𐤌𐤏𐤅𐤍𐤍	
H6049	related	𐤏𐤍𐤍	𐤌𐤏𐤅𐤍𐤍𐤉𐤌	𐤌𐤏𐤅𐤍𐤍𐤉𐤌	
H5774	related	𐤏𐤅𐤐	𐤌𐤏𐤅𐤐𐤐	𐤌𐤏𐤅𐤐𐤐	
H5791	prefix-retained	𐤏𐤅𐤕	𐤌𐤏𐤅𐤕	𐤌𐤏𐤅𐤕	
H5826	related	𐤏𐤆𐤓	𐤌𐤏𐤆𐤓𐤉𐤌	𐤌𐤏𐤆𐤓𐤉𐤌	
H5849	related	𐤏𐤈𐤓	𐤌𐤏𐤈𐤉𐤓𐤄	𐤌𐤏𐤈𐤉𐤓𐤄	
H5849	prefix-retained	𐤏𐤈𐤓	𐤌𐤏𐤈𐤓	𐤌𐤏𐤈𐤓	
H5749	related	𐤏𐤅𐤃	𐤌𐤏𐤉𐤃	𐤌𐤏𐤉𐤃	
H5781	related	𐤏𐤅𐤒	𐤌𐤏𐤉𐤒	𐤌𐤏𐤉𐤒	
H5782	related	𐤏𐤅𐤓	𐤌𐤏𐤉𐤓	𐤌𐤏𐤉𐤓	
H5782	related	𐤏𐤅𐤓	𐤌𐤏𐤉𐤓	𐤌𐤏𐤉𐤓	
H5927	related	𐤏𐤋𐤄	𐤌𐤏𐤋	𐤌𐤏𐤋	
H5927	related	𐤏𐤋𐤄	𐤌𐤏𐤋	𐤌𐤏𐤋	
H5927	prefix-retained	𐤏𐤋𐤄	𐤌𐤏𐤋𐤄	𐤌𐤏𐤋𐤄	
H5927	prefix-retained	𐤏𐤋𐤄	𐤌𐤏𐤋𐤄	𐤌𐤏𐤋𐤄	
H5927	prefix-retained	𐤏𐤋𐤄	𐤌𐤏𐤋𐤄	𐤌𐤏𐤋𐤄	
H5927	related	𐤏𐤋𐤄	𐤌𐤏𐤋𐤉	𐤌𐤏𐤋𐤉	
H5927	related	𐤏𐤋𐤄	𐤌𐤏𐤋𐤉𐤌	𐤌𐤏𐤋𐤉𐤌	
H5956	related	𐤏𐤋𐤌	𐤌𐤏𐤋𐤉𐤌	𐤌𐤏𐤋𐤉𐤌	
H5956	related	𐤏𐤋𐤌	𐤌𐤏𐤋𐤉𐤌	𐤌𐤏𐤋𐤉𐤌	
H5968	related	𐤏𐤋𐤐	𐤌𐤏𐤋𐤐𐤕	𐤌𐤏𐤋𐤐𐤕	
H5927	related	𐤏𐤋𐤄	𐤌𐤏𐤋𐤕	𐤌𐤏𐤋𐤕	
H5975	prefix-retained	𐤏𐤌𐤃	𐤌𐤏𐤌𐤃	𐤌𐤏𐤌𐤃	
H5975	related	𐤏𐤌𐤃	𐤌𐤏𐤌𐤉𐤃	𐤌𐤏𐤌𐤉𐤃	
H6009	related	𐤏𐤌𐤒	𐤌𐤏𐤌𐤉𐤒𐤉𐤌	𐤌𐤏𐤌𐤉𐤒𐤉𐤌	
H6014	prefix-retained	𐤏𐤌𐤓	𐤌𐤏𐤌𐤓	𐤌𐤏𐤌𐤓	
H6026	related	𐤏𐤍𐤂	𐤌𐤏𐤍𐤂𐤄	𐤌𐤏𐤍𐤂𐤄	
H6031	prefix-retained	𐤏𐤍𐤄	𐤌𐤏𐤍𐤄	𐤌𐤏𐤍𐤄	
H6031	prefix-retained	𐤏𐤍𐤄	𐤌𐤏𐤍𐤄	𐤌𐤏𐤍𐤄	
H6031	related	𐤏𐤍𐤄	𐤌𐤏𐤍𐤉	𐤌𐤏𐤍𐤉	
H6049	related	𐤏𐤍𐤍	𐤌𐤏𐤍𐤍𐤉𐤌	𐤌𐤏𐤍𐤍𐤉𐤌	
H3286	related	𐤉𐤏𐤐	𐤌𐤏𐤐	𐤌𐤏𐤐	
H6127	prefix-retained	𐤏𐤒𐤋	𐤌𐤏𐤒𐤋	𐤌𐤏𐤒𐤋	
H6140	prefix-retained	𐤏𐤒𐤔	𐤌𐤏𐤒𐤔	𐤌𐤏𐤒𐤔	
H6151	prefix-retained	𐤏𐤓𐤁	𐤌𐤏𐤓𐤁	𐤌𐤏𐤓𐤁	
H6206	prefix-retained	𐤏𐤓𐤑	𐤌𐤏𐤓𐤑	𐤌𐤏𐤓𐤑	
H6238	related	𐤏𐤔𐤓	𐤌𐤏𐤔𐤉𐤓	𐤌𐤏𐤔𐤉𐤓	
H6231	related	𐤏𐤔𐤒	𐤌𐤏𐤔𐤒𐤄	𐤌𐤏𐤔𐤒𐤄	
H6237	related	𐤏𐤔𐤓	𐤌𐤏𐤔𐤓𐤉𐤌	𐤌𐤏𐤔𐤓𐤉𐤌	
H6275	related	𐤏𐤕𐤒	𐤌𐤏𐤕𐤉𐤒	𐤌𐤏𐤕𐤉𐤒	
H6293	related	𐤐𐤂𐤏	𐤌𐤐𐤂𐤉𐤏	𐤌𐤐𐤂𐤉𐤏	
H6339	prefix-retained	𐤐𐤆𐤆	𐤌𐤐𐤆𐤆	𐤌𐤐𐤆𐤆	
H6340	prefix-retained	𐤐𐤆𐤓	𐤌𐤐𐤆𐤓	𐤌𐤐𐤆𐤓	
H6340	prefix-retained	𐤐𐤆𐤓	𐤌𐤐𐤆𐤓	𐤌𐤐𐤆𐤓	
H6342	prefix-retained	𐤐𐤇𐤃	𐤌𐤐𐤇𐤃	𐤌𐤐𐤇𐤃	
H5307	related	𐤍𐤐𐤋	𐤌𐤐𐤉𐤋	𐤌𐤐𐤉𐤋	
H5307	related	𐤍𐤐𐤋	𐤌𐤐𐤉𐤋𐤉𐤌	𐤌𐤐𐤉𐤋𐤉𐤌	
H6327	related	𐤐𐤅𐤑	𐤌𐤐𐤉𐤑	𐤌𐤐𐤉𐤑	
H6329	related	𐤐𐤅𐤒	𐤌𐤐𐤉𐤒𐤉𐤌	𐤌𐤐𐤉𐤒𐤉𐤌	
H6379	related	𐤐𐤊𐤄	𐤌𐤐𐤊𐤉𐤌	𐤌𐤐𐤊𐤉𐤌	
H6381	prefix-retained	𐤐𐤋𐤀	𐤌𐤐𐤋𐤀	𐤌𐤐𐤋𐤀	
H6403	prefix-retained	𐤐𐤋𐤈	𐤌𐤐𐤋𐤈	𐤌𐤐𐤋𐤈	
H6424	prefix-retained	𐤐𐤋𐤎	𐤌𐤐𐤋𐤎	𐤌𐤐𐤋𐤎	
H6437	prefix-retained	𐤐𐤍𐤄	𐤌𐤐𐤍𐤄	𐤌𐤐𐤍𐤄	
H6437	prefix-retained	𐤐𐤍𐤄	𐤌𐤐𐤍𐤄	𐤌𐤐𐤍𐤄	
H6445	prefix-retained	𐤐𐤍𐤒	𐤌𐤐𐤍𐤒	𐤌𐤐𐤍𐤒	
H6327	related	𐤐𐤅𐤑	𐤌𐤐𐤑𐤉𐤌	𐤌𐤐𐤑𐤉𐤌	
H6485	prefix-retained	𐤐𐤒𐤃	𐤌𐤐𐤒𐤃	𐤌𐤐𐤒𐤃	
H6485	related	𐤐𐤒𐤃	𐤌𐤐𐤒𐤃𐤉𐤌	𐤌𐤐𐤒𐤃𐤉𐤌	
H6565	related	𐤐𐤓𐤓	𐤌𐤐𐤓	𐤌𐤐𐤓	
H6509	related	𐤐𐤓𐤄	𐤌𐤐𐤓	𐤌𐤐𐤓	
H6504	prefix-retained	𐤐𐤓𐤃	𐤌𐤐𐤓𐤃	𐤌𐤐𐤓𐤃	
H6555	related	𐤐𐤓𐤑	𐤌𐤐𐤓𐤅𐤑𐤉𐤌	𐤌𐤐𐤓𐤅𐤑𐤉𐤌	
H6504	related	𐤐𐤓𐤃	𐤌𐤐𐤓𐤉𐤃	𐤌𐤐𐤓𐤉𐤃	
H6536	related	𐤐𐤓𐤎	𐤌𐤐𐤓𐤉𐤎	𐤌𐤐𐤓𐤉𐤎	
H6536	related	𐤐𐤓𐤎	𐤌𐤐𐤓𐤉𐤎	𐤌𐤐𐤓𐤉𐤎	
H6536	related	𐤐𐤓𐤎	𐤌𐤐𐤓𐤉𐤎𐤉	𐤌𐤐𐤓𐤉𐤎𐤉	
H6536	related	𐤐𐤓𐤎	𐤌𐤐𐤓𐤎𐤕	𐤌𐤐𐤓𐤎𐤕	
H6536	related	𐤐𐤓𐤎	𐤌𐤐𐤓𐤎𐤕	𐤌𐤐𐤓𐤎𐤕	
H6555	related	𐤐𐤓𐤑	𐤌𐤐𐤓𐤑𐤕	𐤌𐤐𐤓𐤑𐤕	
H6561	prefix-retained	𐤐𐤓𐤒	𐤌𐤐𐤓𐤒	𐤌𐤐𐤓𐤒	
H6568	prefix-retained	𐤐𐤓𐤔	𐤌𐤐𐤓𐤔	𐤌𐤐𐤓𐤔	
H6567	prefix-retained	𐤐𐤓𐤔	𐤌𐤐𐤓𐤔	𐤌𐤐𐤓𐤔	
H6584	related	𐤐𐤔𐤈	𐤌𐤐𐤔𐤉𐤈𐤉𐤌	𐤌𐤐𐤔𐤉𐤈𐤉𐤌	
H6590	prefix-retained	𐤐𐤔𐤓	𐤌𐤐𐤔𐤓	𐤌𐤐𐤔𐤓	
H6590	prefix-retained	𐤐𐤔𐤓	𐤌𐤐𐤔𐤓	𐤌𐤐𐤔𐤓	
H6605	prefix-retained	𐤐𐤕𐤇	𐤌𐤐𐤕𐤇	𐤌𐤐𐤕𐤇	
H6605	related	𐤐𐤕𐤇	𐤌𐤐𐤕𐤇𐤕	𐤌𐤐𐤕𐤇𐤕	
H6601	related	𐤐𐤕𐤄	𐤌𐤐𐤕𐤉	𐤌𐤐𐤕𐤉	
H5324	related	𐤍𐤑𐤁	𐤌𐤑𐤁	𐤌𐤑𐤁	
H6633	prefix-retained	𐤑𐤁𐤀	𐤌𐤑𐤁𐤀	𐤌𐤑𐤁𐤀	
H6634	related	𐤑𐤁𐤀	𐤌𐤑𐤁𐤉	𐤌𐤑𐤁𐤉	
H6647	related	𐤑𐤁𐤏	𐤌𐤑𐤁𐤏𐤉𐤍	𐤌𐤑𐤁𐤏𐤉𐤍	
