strongs	class	lemma	root_paleo	surface	count
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤄𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤄𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤄𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤄𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤄𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤄𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤄𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤄𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋𐤅	𐤄𐤑𐤉𐤋𐤅	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋𐤅	𐤄𐤑𐤉𐤋𐤅	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋𐤅	𐤄𐤑𐤉𐤋𐤅	
H3341	related	𐤉𐤑𐤕	𐤑𐤉𐤕	𐤄𐤑𐤉𐤕	
H3341	related	𐤉𐤑𐤕	𐤑𐤉𐤕𐤅	𐤄𐤑𐤉𐤕𐤅	
H5338	related	𐤍𐤑𐤋	𐤑𐤋𐤄	𐤄𐤑𐤋𐤄	
H5338	related	𐤍𐤑𐤋	𐤑𐤋𐤅𐤕	𐤄𐤑𐤋𐤅𐤕	
H6753	prefix-retained	𐤑𐤋𐤋𐤐𐤅𐤍𐤉	𐤄𐤑𐤋𐤋𐤐𐤅𐤍𐤉	𐤄𐤑𐤋𐤋𐤐𐤅𐤍𐤉	
H5337	related	𐤍𐤑𐤋	𐤑𐤋𐤍𐤅	𐤄𐤑𐤋𐤍𐤅	
H5337	related	𐤍𐤑𐤋	𐤑𐤋𐤕	𐤄𐤑𐤋𐤕	
H5337	related	𐤍𐤑𐤋	𐤑𐤋𐤕𐤉	𐤄𐤑𐤋𐤕𐤉	
H5337	related	𐤍𐤑𐤋	𐤑𐤋𐤕𐤉	𐤄𐤑𐤋𐤕𐤉	
H5337	related	𐤍𐤑𐤋	𐤑𐤋𐤕𐤉	𐤄𐤑𐤋𐤕𐤉	
H5337	related	𐤍𐤑𐤋	𐤑𐤋𐤕𐤉	𐤄𐤑𐤋𐤕𐤉	
H5337	related	𐤍𐤑𐤋	𐤑𐤋𐤕𐤌	𐤄𐤑𐤋𐤕𐤌	
H5337	related	𐤍𐤑𐤋	𐤑𐤋𐤕𐤌	𐤄𐤑𐤋𐤕𐤌	
H5327	related	𐤍𐤑𐤄	𐤑𐤅𐤄	𐤄𐤑𐤕	
H3341	related	𐤉𐤑𐤕	𐤑𐤕𐤉	𐤄𐤑𐤕𐤉	
H6908	prefix-retained	𐤒𐤁𐤑	𐤄𐤒𐤁𐤑	𐤄𐤒𐤁𐤑	
H6908	related	𐤒𐤁𐤑	𐤄𐤒𐤁𐤑𐤅	𐤄𐤒𐤁𐤑𐤅	
H6942	prefix-retained	𐤒𐤃𐤔	𐤄𐤒𐤃𐤔	𐤄𐤒𐤃𐤔	
H6950	prefix-retained	𐤒𐤄𐤋	𐤄𐤒𐤄𐤋	𐤄𐤒𐤄𐤋	
H6976	prefix-retained	𐤒𐤅𐤑	𐤄𐤒𐤅𐤑	𐤄𐤒𐤅𐤑	
H5362	related	𐤍𐤒𐤐	𐤒𐤉𐤐𐤄	𐤄𐤒𐤉𐤐𐤄	
H5362	related	𐤍𐤒𐤐	𐤒𐤉𐤐𐤅	𐤄𐤒𐤉𐤐𐤅	
H5362	related	𐤍𐤒𐤐	𐤒𐤉𐤐𐤅	𐤄𐤒𐤉𐤐𐤅	
H5362	related	𐤍𐤒𐤐	𐤒𐤉𐤐𐤅	𐤄𐤒𐤉𐤐𐤅	
H5362	related	𐤍𐤒𐤐	𐤒𐤉𐤐𐤅	𐤄𐤒𐤉𐤐𐤅	
H5362	related	𐤍𐤒𐤐	𐤒𐤐𐤕𐤌	𐤄𐤒𐤐𐤕𐤌	
H7204	prefix-retained	𐤓𐤀𐤄	𐤄𐤓𐤀𐤄	𐤄𐤓𐤀𐤄	
H7200	prefix-retained	𐤓𐤀𐤄	𐤄𐤓𐤀𐤄	𐤄𐤓𐤀𐤄	
H7200	prefix-retained	𐤓𐤀𐤄	𐤄𐤓𐤀𐤄	𐤄𐤓𐤀𐤄	
H7200	related	𐤓𐤀𐤄	𐤄𐤓𐤀𐤅𐤕	𐤄𐤓𐤀𐤅𐤕	
H7200	related	𐤓𐤀𐤄	𐤄𐤓𐤀𐤅𐤕	𐤄𐤓𐤀𐤅𐤕	
H7200	related	𐤓𐤀𐤄	𐤄𐤓𐤀𐤕	𐤄𐤓𐤀𐤕	
H7280	related	𐤓𐤂𐤏	𐤄𐤓𐤂𐤏𐤉	𐤄𐤓𐤂𐤏𐤉	
H3423	related	𐤉𐤓𐤔	𐤓𐤉𐤔	𐤄𐤓𐤉𐤔	
H7426	related	𐤓𐤌𐤌	𐤄𐤓𐤌𐤅	𐤄𐤓𐤌𐤅	
H7462	related	𐤓𐤏𐤄	𐤄𐤓𐤏𐤉𐤌	𐤄𐤓𐤏𐤉𐤌	
H7495	prefix-retained	𐤓𐤐𐤀	𐤄𐤓𐤐𐤀	𐤄𐤓𐤐𐤀	
H7495	related	𐤓𐤐𐤀	𐤄𐤓𐤐𐤄	𐤄𐤓𐤐𐤄	
H3384	related	𐤉𐤓𐤄	𐤓𐤕𐤉	𐤄𐤓𐤕𐤉	
H5377	related	𐤍𐤔𐤀	𐤔𐤀𐤕	𐤄𐤔𐤀𐤕	
H7650	prefix-retained	𐤔𐤁𐤏	𐤄𐤔𐤁𐤏	𐤄𐤔𐤁𐤏	
H7650	prefix-retained	𐤔𐤁𐤏	𐤄𐤔𐤁𐤏	𐤄𐤔𐤁𐤏	
H7650	prefix-retained	𐤔𐤁𐤏	𐤄𐤔𐤁𐤏	𐤄𐤔𐤁𐤏	
H7650	related	𐤔𐤁𐤏	𐤄𐤔𐤁𐤏𐤅	𐤄𐤔𐤁𐤏𐤅	
H7665	prefix-retained	𐤔𐤁𐤓	𐤄𐤔𐤁𐤓	𐤄𐤔𐤁𐤓	
H3427	related	𐤉𐤔𐤁	𐤔𐤁𐤕𐤉	𐤄𐤔𐤁𐤕𐤉	
H5381	related	𐤍𐤔𐤂	𐤔𐤂𐤕	𐤄𐤔𐤂𐤕	
H5377	related	𐤍𐤔𐤀	𐤔𐤉𐤀	𐤄𐤔𐤉𐤀	
H5377	related	𐤍𐤔𐤀	𐤔𐤉𐤀	𐤄𐤔𐤉𐤀	
H5377	related	𐤍𐤔𐤀	𐤔𐤉𐤀	𐤄𐤔𐤉𐤀	
H5377	related	𐤍𐤔𐤀	𐤔𐤉𐤀𐤅	𐤄𐤔𐤉𐤀𐤅	
H5375	related	𐤍𐤔𐤀	𐤔𐤉𐤀𐤅	𐤄𐤔𐤉𐤀𐤅	
H3427	related	𐤉𐤔𐤁	𐤔𐤅𐤁	𐤄𐤔𐤉𐤁	
H3427	related	𐤉𐤔𐤁	𐤔𐤅𐤁	𐤄𐤔𐤉𐤁	
H3427	related	𐤉𐤔𐤁	𐤔𐤉𐤁𐤅	𐤄𐤔𐤉𐤁𐤅	
H5381	related	𐤍𐤔𐤂	𐤔𐤉𐤂	𐤄𐤔𐤉𐤂	
H5381	related	𐤍𐤔𐤂	𐤔𐤉𐤂	𐤄𐤔𐤉𐤂	
H5381	related	𐤍𐤔𐤂	𐤔𐤉𐤂	𐤄𐤔𐤉𐤂	
H5381	related	𐤍𐤔𐤂	𐤔𐤉𐤂𐤄	𐤄𐤔𐤉𐤂𐤄	
H5381	related	𐤍𐤔𐤂	𐤔𐤉𐤂𐤄	𐤄𐤔𐤉𐤂𐤄	
H5381	related	𐤍𐤔𐤂	𐤔𐤉𐤂𐤅	𐤄𐤔𐤉𐤂𐤅	
H5381	related	𐤍𐤔𐤂	𐤔𐤉𐤂𐤅	𐤄𐤔𐤉𐤂𐤅	
H5381	related	𐤍𐤔𐤂	𐤔𐤉𐤂𐤅	𐤄𐤔𐤉𐤂𐤅	
H5381	related	𐤍𐤔𐤂	𐤔𐤉𐤂𐤅	𐤄𐤔𐤉𐤂𐤅	
H5400	related	𐤍𐤔𐤒	𐤔𐤉𐤒𐤅	𐤄𐤔𐤉𐤒𐤅	
H8045	prefix-retained	𐤔𐤌𐤃	𐤄𐤔𐤌𐤃	𐤄𐤔𐤌𐤃	
H8045	prefix-retained	𐤔𐤌𐤃	𐤄𐤔𐤌𐤃	𐤄𐤔𐤌𐤃	
H8045	prefix-retained	𐤔𐤌𐤃	𐤄𐤔𐤌𐤃	𐤄𐤔𐤌𐤃	
H8045	prefix-retained	𐤔𐤌𐤃	𐤄𐤔𐤌𐤃	𐤄𐤔𐤌𐤃	
H8085	prefix-retained	𐤔𐤌𐤏	𐤄𐤔𐤌𐤏	𐤄𐤔𐤌𐤏	
H8104	prefix-retained	𐤔𐤌𐤓	𐤄𐤔𐤌𐤓	𐤄𐤔𐤌𐤓	
H8104	related	𐤔𐤌𐤓	𐤄𐤔𐤌𐤓𐤅	𐤄𐤔𐤌𐤓𐤅	
H8104	related	𐤔𐤌𐤓	𐤄𐤔𐤌𐤓𐤉	𐤄𐤔𐤌𐤓𐤉	
H8138	related	𐤔𐤍𐤄	𐤄𐤔𐤍𐤅𐤕	𐤄𐤔𐤍𐤅𐤕	
H8172	prefix-retained	𐤔𐤏𐤍	𐤄𐤔𐤏𐤍	𐤄𐤔𐤏𐤍	
H8172	prefix-retained	𐤔𐤏𐤍	𐤄𐤔𐤏𐤍	𐤄𐤔𐤏𐤍	
H8172	prefix-retained	𐤔𐤏𐤍	𐤄𐤔𐤏𐤍	𐤄𐤔𐤏𐤍	
H8172	related	𐤔𐤏𐤍	𐤄𐤔𐤏𐤍𐤅	𐤄𐤔𐤏𐤍𐤅	
H8199	prefix-retained	𐤔𐤐𐤈	𐤄𐤔𐤐𐤈	𐤄𐤔𐤐𐤈	
H8199	prefix-retained	𐤔𐤐𐤈	𐤄𐤔𐤐𐤈	𐤄𐤔𐤐𐤈	
H8210	prefix-retained	𐤔𐤐𐤊	𐤄𐤔𐤐𐤊	𐤄𐤔𐤐𐤊	
H7623	related	𐤔𐤁𐤇	𐤄𐤔𐤕𐤁𐤇	𐤄𐤔𐤕𐤁𐤇	
H7696	related	𐤔𐤂𐤏	𐤄𐤔𐤕𐤂𐤏	𐤄𐤔𐤕𐤂𐤏	
H7812	related	𐤔𐤇𐤄	𐤄𐤔𐤕𐤇𐤅𐤄	𐤄𐤔𐤕𐤇𐤅𐤄	
H7812	related	𐤔𐤇𐤄	𐤄𐤔𐤕𐤇𐤅𐤅	𐤄𐤔𐤕𐤇𐤅𐤅	
H7812	related	𐤔𐤇𐤄	𐤄𐤔𐤕𐤇𐤅𐤅	𐤄𐤔𐤕𐤇𐤅𐤅	
H7812	related	𐤔𐤇𐤄	𐤄𐤔𐤕𐤇𐤅𐤅	𐤄𐤔𐤕𐤇𐤅𐤅	
H7812	related	𐤔𐤇𐤄	𐤄𐤔𐤕𐤇𐤅𐤉	𐤄𐤔𐤕𐤇𐤅𐤉	
H7812	related	𐤔𐤇𐤄	𐤄𐤔𐤕𐤇𐤅𐤉𐤕	𐤄𐤔𐤕𐤇𐤅𐤉𐤕	
H7812	related	𐤔𐤇𐤄	𐤄𐤔𐤕𐤇𐤅𐤉𐤕	𐤄𐤔𐤕𐤇𐤅𐤉𐤕	
H7812	related	𐤔𐤇𐤄	𐤄𐤔𐤕𐤇𐤅𐤉𐤕𐤉	𐤄𐤔𐤕𐤇𐤅𐤉𐤕𐤉	
H7812	related	𐤔𐤇𐤄	𐤄𐤔𐤕𐤇𐤅𐤉𐤕𐤉	𐤄𐤔𐤕𐤇𐤅𐤉𐤕𐤉	
H7812	related	𐤔𐤇𐤄	𐤄𐤔𐤕𐤇𐤅𐤉𐤕𐤌	𐤄𐤔𐤕𐤇𐤅𐤉𐤕𐤌	
H7812	related	𐤔𐤇𐤄	𐤄𐤔𐤕𐤇𐤅𐤕	𐤄𐤔𐤕𐤇𐤅𐤕	
H7812	related	𐤔𐤇𐤄	𐤄𐤔𐤕𐤇𐤅𐤕	𐤄𐤔𐤕𐤇𐤅𐤕	
H7912	related	𐤔𐤊𐤇	𐤄𐤔𐤕𐤊𐤇	𐤄𐤔𐤕𐤊𐤇	
H7912	related	𐤔𐤊𐤇	𐤄𐤔𐤕𐤊𐤇𐤕	𐤄𐤔𐤕𐤊𐤇𐤕	
H7912	related	𐤔𐤊𐤇	𐤄𐤔𐤕𐤊𐤇𐤕	𐤄𐤔𐤕𐤊𐤇𐤕	
H8138	related	𐤔𐤍𐤄	𐤄𐤔𐤕𐤍𐤉𐤕	𐤄𐤔𐤕𐤍𐤉𐤕	
H8173	related	𐤔𐤏𐤏	𐤄𐤔𐤕𐤏𐤔𐤏𐤅	𐤄𐤔𐤕𐤏𐤔𐤏𐤅	
H8210	related	𐤔𐤐𐤊	𐤄𐤔𐤕𐤐𐤊	𐤄𐤔𐤕𐤐𐤊	
H8311	related	𐤔𐤓𐤏	𐤄𐤔𐤕𐤓𐤏	𐤄𐤔𐤕𐤓𐤏	
H8323	related	𐤔𐤓𐤓	𐤄𐤔𐤕𐤓𐤓	𐤄𐤔𐤕𐤓𐤓	
H377	related	𐤀𐤉𐤔	𐤄𐤕𐤀𐤔𐤔𐤅	𐤄𐤕𐤀𐤔𐤔𐤅	
H927	related	𐤁𐤄𐤋	𐤄𐤕𐤁𐤄𐤋𐤄	𐤄𐤕𐤁𐤄𐤋𐤄	
H927	related	𐤁𐤄𐤋	𐤄𐤕𐤁𐤄𐤋𐤄	𐤄𐤕𐤁𐤄𐤋𐤄	
H995	related	𐤁𐤉𐤍	𐤄𐤕𐤁𐤅𐤍𐤍	𐤄𐤕𐤁𐤅𐤍𐤍	
H995	related	𐤁𐤉𐤍	𐤄𐤕𐤁𐤅𐤍𐤍	𐤄𐤕𐤁𐤅𐤍𐤍	
H995	related	𐤁𐤉𐤍	𐤄𐤕𐤁𐤅𐤍𐤍𐤅	𐤄𐤕𐤁𐤅𐤍𐤍𐤅	
H995	related	𐤁𐤉𐤍	𐤄𐤕𐤁𐤅𐤍𐤍𐤅	𐤄𐤕𐤁𐤅𐤍𐤍𐤅	
H995	related	𐤁𐤉𐤍	𐤄𐤕𐤁𐤅𐤍𐤍𐤕	𐤄𐤕𐤁𐤅𐤍𐤍𐤕	
H995	related	𐤁𐤉𐤍	𐤄𐤕𐤁𐤍𐤍𐤕	𐤄𐤕𐤁𐤍𐤍𐤕	
H1505	related	𐤂𐤆𐤓	𐤄𐤕𐤂𐤆𐤓𐤕	𐤄𐤕𐤂𐤆𐤓𐤕	
H1556	related	𐤂𐤋𐤋	𐤄𐤕𐤂𐤋𐤂𐤋𐤅	𐤄𐤕𐤂𐤋𐤂𐤋𐤅	
H1556	prefix-retained	𐤂𐤋𐤋	𐤄𐤕𐤂𐤋𐤋	𐤄𐤕𐤂𐤋𐤋	
H1607	related	𐤂𐤏𐤔	𐤄𐤕𐤂𐤏𐤔𐤅	𐤄𐤕𐤂𐤏𐤔𐤅	
H3034	weak-initial	𐤉𐤃𐤄	𐤅𐤃𐤄	𐤄𐤕𐤅𐤃𐤄	
H3034	weak-initial	𐤉𐤃𐤄	𐤅𐤃𐤄	𐤄𐤕𐤅𐤃𐤄	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃𐤅	𐤄𐤕𐤅𐤃𐤅	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃𐤕	𐤄𐤕𐤅𐤃𐤕	
H2342	related	𐤇𐤅𐤋	𐤄𐤕𐤇𐤅𐤋𐤋	𐤄𐤕𐤇𐤅𐤋𐤋	
H2761	prefix-retained	𐤇𐤓𐤊	𐤄𐤕𐤇𐤓𐤊	𐤄𐤕𐤇𐤓𐤊	
H857	unrelated	𐤀𐤕𐤄	𐤕𐤉𐤅	𐤄𐤕𐤉𐤅	
H5413	related	𐤍𐤕𐤊	𐤕𐤉𐤊𐤅	𐤄𐤕𐤉𐤊𐤅	
H5423	related	𐤍𐤕𐤒	𐤕𐤉𐤒	𐤄𐤕𐤉𐤒	
H5413	related	𐤍𐤕𐤊	𐤕𐤊𐤕𐤉	𐤄𐤕𐤊𐤕𐤉	
H2048	related	𐤄𐤕𐤋	𐤕𐤋𐤕	𐤄𐤕𐤋𐤕	
H4127	related	𐤌𐤅𐤂	𐤄𐤕𐤌𐤂𐤂𐤅	𐤄𐤕𐤌𐤂𐤂𐤅	
H8539	related	𐤕𐤌𐤄	𐤌𐤄𐤅	𐤄𐤕𐤌𐤄𐤅	
H4102	related	𐤌𐤄𐤄	𐤄𐤕𐤌𐤄𐤌𐤄	𐤄𐤕𐤌𐤄𐤌𐤄	
H4102	related	𐤌𐤄𐤄	𐤄𐤕𐤌𐤄𐤌𐤄	𐤄𐤕𐤌𐤄𐤌𐤄	
H4102	related	𐤌𐤄𐤄	𐤄𐤕𐤌𐤄𐤌𐤄𐤅	𐤄𐤕𐤌𐤄𐤌𐤄𐤅	
H4102	related	𐤌𐤄𐤄	𐤄𐤕𐤌𐤄𐤌𐤄𐤍𐤅	𐤄𐤕𐤌𐤄𐤌𐤄𐤍𐤅	
H4102	related	𐤌𐤄𐤄	𐤄𐤕𐤌𐤄𐤌𐤄𐤕𐤉	𐤄𐤕𐤌𐤄𐤌𐤄𐤕𐤉	
H4131	related	𐤌𐤅𐤈	𐤄𐤕𐤌𐤅𐤈𐤈𐤄	𐤄𐤕𐤌𐤅𐤈𐤈𐤄	
H4391	related	𐤌𐤋𐤀	𐤄𐤕𐤌𐤋𐤉	𐤄𐤕𐤌𐤋𐤉	
H5013	related	𐤍𐤁𐤀	𐤄𐤕𐤍𐤁𐤉	𐤄𐤕𐤍𐤁𐤉	
H5069	related	𐤍𐤃𐤁	𐤄𐤕𐤍𐤃𐤁𐤅	𐤄𐤕𐤍𐤃𐤁𐤅	
H5069	related	𐤍𐤃𐤁	𐤄𐤕𐤍𐤃𐤁𐤅𐤕	𐤄𐤕𐤍𐤃𐤁𐤅𐤕	
H5110	related	𐤍𐤅𐤃	𐤄𐤕𐤍𐤅𐤃𐤃𐤄	𐤄𐤕𐤍𐤅𐤃𐤃𐤄	
H5127	related	𐤍𐤅𐤎	𐤄𐤕𐤍𐤅𐤎𐤎	𐤄𐤕𐤍𐤅𐤎𐤎	
H8577	prefix-retained	𐤕𐤍𐤉𐤍	𐤄𐤕𐤍𐤉𐤍	𐤄𐤕𐤍𐤉𐤍	
H5953	related	𐤏𐤋𐤋	𐤄𐤕𐤏𐤅𐤋𐤋	𐤄𐤕𐤏𐤅𐤋𐤋	
H5782	related	𐤏𐤅𐤓	𐤄𐤕𐤏𐤅𐤓𐤓𐤉	𐤄𐤕𐤏𐤅𐤓𐤓𐤉	
H8582	related	𐤕𐤏𐤄	𐤄𐤕𐤏𐤅𐤕	𐤄𐤕𐤏𐤅𐤕	
H5782	related	𐤏𐤅𐤓	𐤄𐤕𐤏𐤓𐤓𐤕𐤉	𐤄𐤕𐤏𐤓𐤓𐤕𐤉	
H6565	related	𐤐𐤓𐤓	𐤄𐤕𐤐𐤅𐤓𐤓𐤄	𐤄𐤕𐤐𐤅𐤓𐤓𐤄	
H6485	related	𐤐𐤒𐤃	𐤄𐤕𐤐𐤒𐤃𐤅	𐤄𐤕𐤐𐤒𐤃𐤅	
H8610	prefix-retained	𐤕𐤐𐤔	𐤄𐤕𐤐𐤔	𐤄𐤕𐤐𐤔	
H7197	related	𐤒𐤔𐤔	𐤄𐤕𐤒𐤅𐤔𐤔𐤅	𐤄𐤕𐤒𐤅𐤔𐤔𐤅	
H6992	related	𐤒𐤈𐤋	𐤄𐤕𐤒𐤈𐤋𐤄	𐤄𐤕𐤒𐤈𐤋𐤄	
H7043	related	𐤒𐤋𐤋	𐤄𐤕𐤒𐤋𐤒𐤋𐤅	𐤄𐤕𐤒𐤋𐤒𐤋𐤅	
H7313	related	𐤓𐤅𐤌	𐤄𐤕𐤓𐤅𐤌𐤌𐤕	𐤄𐤕𐤓𐤅𐤌𐤌𐤕	
H7365	related	𐤓𐤇𐤑	𐤄𐤕𐤓𐤇𐤑𐤅	𐤄𐤕𐤓𐤇𐤑𐤅	
H7489	prefix-retained	𐤓𐤏𐤏	𐤄𐤕𐤓𐤏𐤏	𐤄𐤕𐤓𐤏𐤏	
H7489	related	𐤓𐤏𐤏	𐤄𐤕𐤓𐤏𐤏𐤄	𐤄𐤕𐤓𐤏𐤏𐤄	
H7321	related	𐤓𐤅𐤏	𐤄𐤕𐤓𐤏𐤏𐤉	𐤄𐤕𐤓𐤏𐤏𐤉	
H7751	related	𐤔𐤅𐤈	𐤄𐤕𐤔𐤅𐤈𐤈𐤍𐤄	𐤄𐤕𐤔𐤅𐤈𐤈𐤍𐤄	
H7025	related	𐤒𐤉𐤓𐤇𐤓𐤔	𐤇𐤓𐤔𐤕	𐤇𐤓𐤔𐤕	
H5193	related	𐤍𐤈𐤏	𐤈𐤏𐤕	𐤈𐤏𐤕	
H2334	related	𐤇𐤅𐤅𐤕𐤉𐤏𐤉𐤓	𐤉𐤀𐤉𐤓	𐤉𐤀𐤉𐤓	
H3254	related	𐤉𐤎𐤐	𐤀𐤎𐤐	𐤉𐤀𐤎𐤐	
H833	related	𐤀𐤔𐤓	𐤉𐤀𐤔𐤓	𐤉𐤀𐤔𐤓	
H5034	related	𐤍𐤁𐤋	𐤁𐤅𐤋	𐤉𐤁𐤅𐤋	
H5034	related	𐤍𐤁𐤋	𐤁𐤅𐤋𐤅	𐤉𐤁𐤅𐤋𐤅	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈	𐤉𐤁𐤉𐤈	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈𐤅	𐤉𐤁𐤉𐤈𐤅	
H5027	related	𐤍𐤁𐤈	𐤁𐤉𐤈𐤅	𐤉𐤁𐤉𐤈𐤅	
H5042	related	𐤍𐤁𐤏	𐤁𐤉𐤏	𐤉𐤁𐤉𐤏	
H5042	related	𐤍𐤁𐤏	𐤁𐤉𐤏𐤅	𐤉𐤁𐤉𐤏𐤅	
H2986	related	𐤉𐤁𐤋	𐤁𐤋𐤅	𐤉𐤁𐤋𐤅	
H5034	related	𐤍𐤁𐤋	𐤁𐤋𐤅	𐤉𐤁𐤋𐤅	
H5405	unrelated	𐤍𐤔𐤕	𐤉𐤁𐤔	𐤉𐤁𐤔	
H3001	related	𐤉𐤁𐤔	𐤁𐤔𐤅	𐤉𐤁𐤔𐤅	
H3001	related	𐤉𐤁𐤔	𐤁𐤔𐤅	𐤉𐤁𐤔𐤅	
H1461	related	𐤂𐤅𐤁	𐤉𐤂𐤁𐤉𐤌	𐤉𐤂𐤁𐤉𐤌	
H5046	related	𐤍𐤂𐤃	𐤂𐤃𐤅	𐤉𐤂𐤃𐤅	
H5046	related	𐤍𐤂𐤃	𐤂𐤃𐤅	𐤉𐤂𐤃𐤅	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃	𐤉𐤂𐤉𐤃	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃	𐤉𐤂𐤉𐤃	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃𐤅	𐤉𐤂𐤉𐤃𐤅	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃𐤅	𐤉𐤂𐤉𐤃𐤅	
H5046	related	𐤍𐤂𐤃	𐤂𐤉𐤃𐤅	𐤉𐤂𐤉𐤃𐤅	
H5050	related	𐤍𐤂𐤄	𐤂𐤉𐤄	𐤉𐤂𐤉𐤄	
H5060	related	𐤍𐤂𐤏	𐤂𐤉𐤏	𐤉𐤂𐤉𐤏	
H5060	related	𐤍𐤂𐤏	𐤂𐤉𐤏	𐤉𐤂𐤉𐤏	
H5060	related	𐤍𐤂𐤏	𐤂𐤉𐤏𐤅	𐤉𐤂𐤉𐤏𐤅	
H5060	related	𐤍𐤂𐤏	𐤂𐤉𐤏𐤅	𐤉𐤂𐤉𐤏𐤅	
H5064	related	𐤍𐤂𐤓	𐤂𐤉𐤓	𐤉𐤂𐤉𐤓	
H5066	related	𐤍𐤂𐤔	𐤂𐤉𐤔𐤅	𐤉𐤂𐤉𐤔𐤅	
H5066	related	𐤍𐤂𐤔	𐤂𐤉𐤔𐤅	𐤉𐤂𐤉𐤔𐤅	
H3021	related	𐤉𐤂𐤏	𐤂𐤏𐤅	𐤉𐤂𐤏𐤅	
H5060	related	𐤍𐤂𐤏	𐤂𐤏𐤅	𐤉𐤂𐤏𐤅	
H5066	related	𐤍𐤂𐤔	𐤂𐤔𐤅	𐤉𐤂𐤔𐤅	
H5066	related	𐤍𐤂𐤔	𐤂𐤔𐤅	𐤉𐤂𐤔𐤅	
H5066	related	𐤍𐤂𐤔	𐤂𐤔𐤅	𐤉𐤂𐤔𐤅	
H5066	related	𐤍𐤂𐤔	𐤂𐤔𐤅	𐤉𐤂𐤔𐤅	
H5077	unrelated	𐤍𐤃𐤄	𐤃𐤀	𐤉𐤃𐤀	
H5074	related	𐤍𐤃𐤃	𐤃𐤃𐤅	𐤉𐤃𐤃𐤅	
H3034	unrelated	𐤉𐤃𐤄	𐤃𐤅	𐤉𐤃𐤅	
H5074	related	𐤍𐤃𐤃	𐤃𐤅𐤃	𐤉𐤃𐤅𐤃	
H5080	related	𐤍𐤃𐤇	𐤃𐤉𐤇𐤅	𐤉𐤃𐤉𐤇𐤅	
H3045	related	𐤉𐤃𐤏	𐤃𐤉𐤏𐤅	𐤉𐤃𐤉𐤏𐤅	
H3045	related	𐤉𐤃𐤏	𐤃𐤏𐤅	𐤉𐤃𐤏𐤅	
H3045	related	𐤉𐤃𐤏	𐤃𐤏𐤅	𐤉𐤃𐤏𐤅	
H5087	related	𐤍𐤃𐤓	𐤃𐤓𐤅	𐤉𐤃𐤓𐤅	
H7	related	𐤀𐤁𐤃	𐤁𐤃𐤅𐤍	𐤉𐤄𐤁𐤃𐤅𐤍	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃	𐤉𐤄𐤅𐤃	
H3034	weak-initial	𐤉𐤃𐤄	𐤅𐤃𐤄	𐤉𐤄𐤅𐤃𐤄	
H3046	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤅𐤍	𐤉𐤄𐤅𐤃𐤏𐤅𐤍	
H3046	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤍	𐤉𐤄𐤅𐤃𐤏𐤍	
H3046	related	𐤉𐤃𐤏	𐤅𐤃𐤏𐤍	𐤉𐤄𐤅𐤃𐤏𐤍	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤉𐤄𐤅𐤔𐤉𐤏	
H1984	unrelated	𐤄𐤋𐤋	𐤋𐤅	𐤉𐤄𐤋𐤅	
H2048	related	𐤄𐤕𐤋	𐤕𐤋𐤅	𐤉𐤄𐤕𐤋𐤅	
H2974	weak-initial	𐤉𐤀𐤋	𐤅𐤀𐤋	𐤉𐤅𐤀𐤋	
H779	related	𐤀𐤓𐤓	𐤅𐤀𐤓	𐤉𐤅𐤀𐤓	
H935	related	𐤁𐤅𐤀	𐤅𐤁𐤀	𐤉𐤅𐤁𐤀	
H935	related	𐤁𐤅𐤀	𐤅𐤁𐤀𐤅	𐤉𐤅𐤁𐤀𐤅	
H2986	related	𐤉𐤁𐤋	𐤅𐤁𐤉𐤋𐤅	𐤉𐤅𐤁𐤉𐤋𐤅	
