ref	english_word	web_strongs	web_translit	oshb_strongs_in_that_verse
33:5:7	wait	H6960	Qawah	H9000 H1961 H7611 H3290 H9003 H1471 H7130 H5971 H7227 H9004 H738 H929 H3293 H3715 H5739 H6629 H834 H518 H5674 H7429 H2963 H369 H5337
33:5:7	man	H376	Ayash	H9000 H1961 H7611 H3290 H9003 H1471 H7130 H5971 H7227 H9004 H738 H929 H3293 H3715 H5739 H6629 H834 H518 H5674 H7429 H2963 H369 H5337
33:5:7	wait	H3176	Yachal	H9000 H1961 H7611 H3290 H9003 H1471 H7130 H5971 H7227 H9004 H738 H929 H3293 H3715 H5739 H6629 H834 H518 H5674 H7429 H2963 H369 H5337
33:5:7	sons	H1121	Ban	H9000 H1961 H7611 H3290 H9003 H1471 H7130 H5971 H7227 H9004 H738 H929 H3293 H3715 H5739 H6629 H834 H518 H5674 H7429 H2963 H369 H5337
33:5:7	men	H120	Adam	H9000 H1961 H7611 H3290 H9003 H1471 H7130 H5971 H7227 H9004 H738 H929 H3293 H3715 H5739 H6629 H834 H518 H5674 H7429 H2963 H369 H5337
33:5:8	remnant	H7611	Shaarayath	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:8	Jacob	H3290	Yaiqab	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:8	nations	H1471	Gaway	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:8	midst	H7130	Qarab	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:8	peoples	H5971	Im	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:8	lion	H738	Aray	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:8	forest	H3293	Yair	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:8	lion	H3715	Kapayar	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:8	flocks	H5739	Idar	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:8	sheep	H6629	Tzaan	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:8	goes	H5674	Ibar	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:8	treads	H7429	Ramas	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:8	tears	H2963	Tarap	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:8	deliver	H5337	Natzal	H7311 H3027 H5921 H6862 H9000 H3605 H341 H3772
33:5:9	hand	H3027	Yad	H9000 H1961 H9003 H3117 H9009 H1931 H5002 H3068 H3772 H5483 H9006 H7130 H6 H4818
33:5:9	lifted	H7311	Rawam	H9000 H1961 H9003 H3117 H9009 H1931 H5002 H3068 H3772 H5483 H9006 H7130 H6 H4818
33:5:9	adversaries	H6862	Tzar	H9000 H1961 H9003 H3117 H9009 H1931 H5002 H3068 H3772 H5483 H9006 H7130 H6 H4818
33:5:9	enemies	H341	Ayab	H9000 H1961 H9003 H3117 H9009 H1931 H5002 H3068 H3772 H5483 H9006 H7130 H6 H4818
33:5:10	day	H3117	Yawam	H9000 H3772 H5892 H776 H2040 H3605 H4013
33:5:10	says	H5002	Naam	H9000 H3772 H5892 H776 H2040 H3605 H4013
33:5:10	Yahweh	H3068	Yahawah	H9000 H3772 H5892 H776 H2040 H3605 H4013
33:5:10	horses	H5483	Sawas	H9000 H3772 H5892 H776 H2040 H3605 H4013
33:5:10	midst	H7130	Qarab	H9000 H3772 H5892 H776 H2040 H3605 H4013
33:5:10	destroy	H6	Abad	H9000 H3772 H5892 H776 H2040 H3605 H4013
33:5:10	chariots	H4818	Marakabah	H9000 H3772 H5892 H776 H2040 H3605 H4013
33:5:11	land	H776	Aratz	H9000 H3772 H3785 H9006 H3027 H6049 H3808 H1961 H9005
33:5:12	witchcraft	H3785	Kashap	H9000 H3772 H6456 H4676 H9006 H7130 H3808 H7812 H5750 H9005 H4639 H3027
33:5:12	soothsayers	H6049	Inan	H9000 H3772 H6456 H4676 H9006 H7130 H3808 H7812 H5750 H9005 H4639 H3027
33:5:13	cut	H3772	Karath	H9000 H5428 H842 H9006 H7130 H8045 H5892
33:5:13	images	H6456	Pasayal	H9000 H5428 H842 H9006 H7130 H8045 H5892
33:5:13	pillars	H4676	Matzabah	H9000 H5428 H842 H9006 H7130 H8045 H5892
33:5:13	worship	H7812	Shachah	H9000 H5428 H842 H9006 H7130 H8045 H5892
33:5:13	work	H4639	Maishah	H9000 H5428 H842 H9006 H7130 H8045 H5892
33:5:13	hands	H3027	Yad	H9000 H5428 H842 H9006 H7130 H8045 H5892
33:5:14	Asherim	H842	Asharah	H9000 H6213 H9003 H639 H2534 H5359 H853 H9009 H1471 H834 H3808 H8085
33:5:14	midst	H7130	Qarab	H9000 H6213 H9003 H639 H2534 H5359 H853 H9009 H1471 H834 H3808 H8085
33:5:14	destroy	H8045	Shamad	H9000 H6213 H9003 H639 H2534 H5359 H853 H9009 H1471 H834 H3808 H8085
33:6:9	sees	H7200	Raah	H6963 H3068 H9005 H5892 H7121 H9000 H8454 H3372 H8034 H8085 H4294 H4310 H3259
33:7:6	men	H582	Anawash	H3588 H1121 H5034 H1 H1323 H6965 H9003 H517 H3618 H2545 H341 H376 H1004
34:2:1	pieces	H6327	Pawatz	H2009 H5921 H9009 H2022 H7272 H1319 H8085 H7965 H2287 H3063 H2282 H7999 H5088 H3588 H3808 H3254 H5750 H9005 H5674 H9003 H1100 H3605 H3772
34:2:1	come	H5927	Ilah	H2009 H5921 H9009 H2022 H7272 H1319 H8085 H7965 H2287 H3063 H2282 H7999 H5088 H3588 H3808 H3254 H5750 H9005 H5674 H9003 H1100 H3605 H3772
34:2:1	against	H6440	Panayam	H2009 H5921 H9009 H2022 H7272 H1319 H8085 H7965 H2287 H3063 H2282 H7999 H5088 H3588 H3808 H3254 H5750 H9005 H5674 H9003 H1100 H3605 H3772
34:2:1	Keep	H5341	Natzar	H2009 H5921 H9009 H2022 H7272 H1319 H8085 H7965 H2287 H3063 H2282 H7999 H5088 H3588 H3808 H3254 H5750 H9005 H5674 H9003 H1100 H3605 H3772
34:2:1	Watch	H6822	Tzapah	H2009 H5921 H9009 H2022 H7272 H1319 H8085 H7965 H2287 H3063 H2282 H7999 H5088 H3588 H3808 H3254 H5750 H9005 H5674 H9003 H1100 H3605 H3772
34:2:1	way	H1870	Darak	H2009 H5921 H9009 H2022 H7272 H1319 H8085 H7965 H2287 H3063 H2282 H7999 H5088 H3588 H3808 H3254 H5750 H9005 H5674 H9003 H1100 H3605 H3772
34:2:1	Strengthen	H2388	Chazaq	H2009 H5921 H9009 H2022 H7272 H1319 H8085 H7965 H2287 H3063 H2282 H7999 H5088 H3588 H3808 H3254 H5750 H9005 H5674 H9003 H1100 H3605 H3772
34:2:1	Fortify	H553	Amatz	H2009 H5921 H9009 H2022 H7272 H1319 H8085 H7965 H2287 H3063 H2282 H7999 H5088 H3588 H3808 H3254 H5750 H9005 H5674 H9003 H1100 H3605 H3772
34:2:1	power	H3581	Kach	H2009 H5921 H9009 H2022 H7272 H1319 H8085 H7965 H2287 H3063 H2282 H7999 H5088 H3588 H3808 H3254 H5750 H9005 H5674 H9003 H1100 H3605 H3772
34:2:2	Yahweh	H3068	Yahawah	H5927 H6327 H5921 H6440 H5341 H4694 H6822 H1870 H2388 H4975 H553 H3581 H3966
34:2:2	restores	H7725	Shawab	H5927 H6327 H5921 H6440 H5341 H4694 H6822 H1870 H2388 H4975 H553 H3581 H3966
34:2:2	excellency	H1347	Gaawan	H5927 H6327 H5921 H6440 H5341 H4694 H6822 H1870 H2388 H4975 H553 H3581 H3966
34:2:2	Jacob	H3290	Yaiqab	H5927 H6327 H5921 H6440 H5341 H4694 H6822 H1870 H2388 H4975 H553 H3581 H3966
34:2:2	excellency	H1347	Gaawan	H5927 H6327 H5921 H6440 H5341 H4694 H6822 H1870 H2388 H4975 H553 H3581 H3966
34:2:2	Israel	H3478	Yasharaal	H5927 H6327 H5921 H6440 H5341 H4694 H6822 H1870 H2388 H4975 H553 H3581 H3966
34:2:2	vine	H2156	Zamawarah	H5927 H6327 H5921 H6440 H5341 H4694 H6822 H1870 H2388 H4975 H553 H3581 H3966
34:2:3	shield	H4043	Magan	H3588 H7725 H3068 H853 H1347 H3290 H9004 H3478 H1238 H9000 H2156 H7843
34:2:3	mighty	H1368	Gabawar	H3588 H7725 H3068 H853 H1347 H3290 H9004 H3478 H1238 H9000 H2156 H7843
34:2:3	made	H119	Adam	H3588 H7725 H3068 H853 H1347 H3290 H9004 H3478 H1238 H9000 H2156 H7843
34:2:3	valiant	H2428	Chayal	H3588 H7725 H3068 H853 H1347 H3290 H9004 H3478 H1238 H9000 H2156 H7843
34:2:3	men	H582	Anawash	H3588 H7725 H3068 H853 H1347 H3290 H9004 H3478 H1238 H9000 H2156 H7843
34:2:3	scarlet	H8529	Thalai	H3588 H7725 H3068 H853 H1347 H3290 H9004 H3478 H1238 H9000 H2156 H7843
34:2:3	chariots	H7393	Rakab	H3588 H7725 H3068 H853 H1347 H3290 H9004 H3478 H1238 H9000 H2156 H7843
34:2:3	day	H3117	Yawam	H3588 H7725 H3068 H853 H1347 H3290 H9004 H3478 H1238 H9000 H2156 H7843
34:2:3	preparation	H3559	Kawan	H3588 H7725 H3068 H853 H1347 H3290 H9004 H3478 H1238 H9000 H2156 H7843
34:2:4	rage	H1984	Halal	H4043 H1368 H119 H376 H2428 H8529 H9003 H784 H6393 H9009 H7393 H3117 H3559 H9000 H1265 H7477
34:2:4	streets	H2351	Chawatz	H4043 H1368 H119 H376 H2428 H8529 H9003 H784 H6393 H9009 H7393 H3117 H3559 H9000 H1265 H7477
34:2:4	broad	H7339	Rachab	H4043 H1368 H119 H376 H2428 H8529 H9003 H784 H6393 H9009 H7393 H3117 H3559 H9000 H1265 H7477
34:2:4	appearance	H4758	Maraah	H4043 H1368 H119 H376 H2428 H8529 H9003 H784 H6393 H9009 H7393 H3117 H3559 H9000 H1265 H7477
34:2:4	run	H7323	Rawatz	H4043 H1368 H119 H376 H2428 H8529 H9003 H784 H6393 H9009 H7393 H3117 H3559 H9000 H1265 H7477
34:2:4	lightnings	H1300	Baraq	H4043 H1368 H119 H376 H2428 H8529 H9003 H784 H6393 H9009 H7393 H3117 H3559 H9000 H1265 H7477
34:2:5	stumble	H3782	Kashal	H9003 H2351 H1984 H9009 H7393 H8264 H7339 H4758 H9004 H3940 H1300 H7323
34:2:5	way	H1979	Halayakah	H9003 H2351 H1984 H9009 H7393 H8264 H7339 H4758 H9004 H3940 H1300 H7323
34:2:5	wall	H2346	Chawamah	H9003 H2351 H1984 H9009 H7393 H8264 H7339 H4758 H9004 H3940 H1300 H7323
34:2:5	shield	H5526	Sakak	H9003 H2351 H1984 H9009 H7393 H8264 H7339 H4758 H9004 H3940 H1300 H7323
34:2:6	gates	H8179	Shair	H2142 H117 H3782 H9003 H1979 H4116 H2346 H9000 H3559 H9009 H5526
34:2:6	rivers	H5104	Nahar	H2142 H117 H3782 H9003 H1979 H4116 H2346 H9000 H3559 H9009 H5526
34:2:6	opened	H6605	Pathach	H2142 H117 H3782 H9003 H1979 H4116 H2346 H9000 H3559 H9009 H5526
34:2:6	palace	H1964	Hayakal	H2142 H117 H3782 H9003 H1979 H4116 H2346 H9000 H3559 H9009 H5526
34:2:6	dissolved	H4127	Mawag	H2142 H117 H3782 H9003 H1979 H4116 H2346 H9000 H3559 H9009 H5526
34:2:7	uncovered	H1540	Galah	H8179 H9009 H5104 H6605 H9000 H1964 H4127
34:2:7	carried	H5927	Ilah	H8179 H9009 H5104 H6605 H9000 H1964 H4127
34:2:7	voice	H6963	Qawal	H8179 H9009 H5104 H6605 H9000 H1964 H4127
34:2:7	doves	H3123	Yawanah	H8179 H9009 H5104 H6605 H9000 H1964 H4127
34:2:7	breasts	H3824	Labab	H8179 H9009 H5104 H6605 H9000 H1964 H4127
34:2:8	Nineveh	H5210	Nayanawah	H9000 H5324 H1540 H5927 H519 H5090 H9004 H6963 H3123 H8608 H5921 H3824
34:2:8	old	H3117	Yawam	H9000 H5324 H1540 H5927 H519 H5090 H9004 H6963 H3123 H8608 H5921 H3824
34:2:8	pool	H1295	Barakah	H9000 H5324 H1540 H5927 H519 H5090 H9004 H6963 H3123 H8608 H5921 H3824
34:2:8	water	H4325	Mayam	H9000 H5324 H1540 H5927 H519 H5090 H9004 H6963 H3123 H8608 H5921 H3824
34:2:8	flee	H5127	Nawas	H9000 H5324 H1540 H5927 H519 H5090 H9004 H6963 H3123 H8608 H5921 H3824
34:2:8	looks	H6437	Panah	H9000 H5324 H1540 H5927 H519 H5090 H9004 H6963 H3123 H8608 H5921 H3824
34:2:9	Take	H962	Bazaz	H9000 H5210 H9004 H1295 H4325 H9006 H3117 H1931 H1992 H5127 H5975 H369 H6437
34:2:9	silver	H3701	Kasap	H9000 H5210 H9004 H1295 H4325 H9006 H3117 H1931 H1992 H5127 H5975 H369 H6437
34:2:9	Take	H962	Bazaz	H9000 H5210 H9004 H1295 H4325 H9006 H3117 H1931 H1992 H5127 H5975 H369 H6437
34:2:9	gold	H2091	Zahab	H9000 H5210 H9004 H1295 H4325 H9006 H3117 H1931 H1992 H5127 H5975 H369 H6437
34:2:9	end	H7097	Qatzah	H9000 H5210 H9004 H1295 H4325 H9006 H3117 H1931 H1992 H5127 H5975 H369 H6437
34:2:9	store	H8498	Thakawanah	H9000 H5210 H9004 H1295 H4325 H9006 H3117 H1931 H1992 H5127 H5975 H369 H6437
34:2:9	glory	H3519	Kabawad	H9000 H5210 H9004 H1295 H4325 H9006 H3117 H1931 H1992 H5127 H5975 H369 H6437
34:2:9	goodly	H2532	Chamadah	H9000 H5210 H9004 H1295 H4325 H9006 H3117 H1931 H1992 H5127 H5975 H369 H6437
34:2:9	furniture	H3627	Kalay	H9000 H5210 H9004 H1295 H4325 H9006 H3117 H1931 H1992 H5127 H5975 H369 H6437
34:2:10	empty	H950	Bawaqah	H962 H3701 H2091 H9000 H369 H7097 H9005 H8498 H3519 H9006 H3605 H3627 H2532
34:2:10	void	H4003	Mabawaqah	H962 H3701 H2091 H9000 H369 H7097 H9005 H8498 H3519 H9006 H3605 H3627 H2532
34:2:10	waste	H1110	Balaq	H962 H3701 H2091 H9000 H369 H7097 H9005 H8498 H3519 H9006 H3605 H3627 H2532
34:2:10	heart	H3820	Lab	H962 H3701 H2091 H9000 H369 H7097 H9005 H8498 H3519 H9006 H3605 H3627 H2532
34:2:10	melts	H4549	Masas	H962 H3701 H2091 H9000 H369 H7097 H9005 H8498 H3519 H9006 H3605 H3627 H2532
34:2:10	knees	H1290	Barak	H962 H3701 H2091 H9000 H369 H7097 H9005 H8498 H3519 H9006 H3605 H3627 H2532
34:2:10	together	H6375	Payaq	H962 H3701 H2091 H9000 H369 H7097 H9005 H8498 H3519 H9006 H3605 H3627 H2532
34:2:10	faces	H6440	Panayam	H962 H3701 H2091 H9000 H369 H7097 H9005 H8498 H3519 H9006 H3605 H3627 H2532
34:2:11	den	H4583	Maiwan	H950 H9000 H4003 H1110 H3820 H4549 H6375 H1290 H2479 H9003 H3605 H4975 H6440 H6908 H6289
34:2:11	lions	H738	Aray	H950 H9000 H4003 H1110 H3820 H4549 H6375 H1290 H2479 H9003 H3605 H4975 H6440 H6908 H6289
34:2:11	feeding	H4829	Maraih	H950 H9000 H4003 H1110 H3820 H4549 H6375 H1290 H2479 H9003 H3605 H4975 H6440 H6908 H6289
34:2:11	lions	H3715	Kapayar	H950 H9000 H4003 H1110 H3820 H4549 H6375 H1290 H2479 H9003 H3605 H4975 H6440 H6908 H6289
34:2:11	lion	H738	Aray	H950 H9000 H4003 H1110 H3820 H4549 H6375 H1290 H2479 H9003 H3605 H4975 H6440 H6908 H6289
34:2:11	walked	H1980	Halak	H950 H9000 H4003 H1110 H3820 H4549 H6375 H1290 H2479 H9003 H3605 H4975 H6440 H6908 H6289
34:2:11	lion's	H3833	Labayaa	H950 H9000 H4003 H1110 H3820 H4549 H6375 H1290 H2479 H9003 H3605 H4975 H6440 H6908 H6289
34:2:11	afraid	H2729	Charad	H950 H9000 H4003 H1110 H3820 H4549 H6375 H1290 H2479 H9003 H3605 H4975 H6440 H6908 H6289
34:2:12	tore	H2963	Tarap	H346 H4583 H738 H9000 H4829 H1931 H9005 H3715 H834 H1980 H3833 H8033 H1482 H369 H2729
34:2:12	enough	H1767	Day	H346 H4583 H738 H9000 H4829 H1931 H9005 H3715 H834 H1980 H3833 H8033 H1482 H369 H2729
34:2:12	strangled	H2614	Chanaq	H346 H4583 H738 H9000 H4829 H1931 H9005 H3715 H834 H1980 H3833 H8033 H1482 H369 H2729
34:2:12	filled	H4390	Malaa	H346 H4583 H738 H9000 H4829 H1931 H9005 H3715 H834 H1980 H3833 H8033 H1482 H369 H2729
34:2:12	caves	H2356	Chawar	H346 H4583 H738 H9000 H4829 H1931 H9005 H3715 H834 H1980 H3833 H8033 H1482 H369 H2729
34:2:12	dens	H4585	Maiwanah	H346 H4583 H738 H9000 H4829 H1931 H9005 H3715 H834 H1980 H3833 H8033 H1482 H369 H2729
34:2:12	prey	H2964	Tarap	H346 H4583 H738 H9000 H4829 H1931 H9005 H3715 H834 H1980 H3833 H8033 H1482 H369 H2729
34:2:13	says	H5002	Naam	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:2:13	Yahweh	H3068	Yahawah	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:2:13	Armies	H6635	Tzabaa	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:2:13	burn	H1197	Bair	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:2:13	chariots	H7393	Rakab	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:2:13	smoke	H6227	Ishan	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:2:13	sword	H2719	Charab	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:2:13	devour	H398	Akal	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:2:13	lions	H3715	Kapayar	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:2:13	cut	H3772	Karath	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:2:13	earth	H776	Aratz	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:2:13	voice	H6963	Qawal	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:2:13	messengers	H4397	Malaak	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:2:13	heard	H8085	Shamai	H738 H2963 H9003 H1767 H1484 H9000 H2614 H9005 H3833 H4390 H2964 H2356 H4585 H2966
34:3:1	full	H4392	Malaa	H1945 H5892 H1818 H3605 H3585 H6563 H4395 H3808 H4185 H2964
35:1:11	god	H433	Alawah	H227 H2498 H7307 H9000 H5674 H816 H2098 H3581 H9005 H430
36:1:12	men	H582	Anawash	H9000 H1961 H9003 H6256 H9009 H1931 H2664 H853 H3389 H5216 H6485 H5921 H376 H7087 H8105 H559 H3824 H3808 H3190 H3068 H7489
36:3:4	people	H582	Anawash	H5030 H6348 H376 H900 H3548 H2490 H6944 H2554 H8451
36:3:7	dwelling	H4583	Maiwan	H559 H389 H3372 H853 H3947 H4148 H9000 H3808 H3772 H4585 H3605 H834 H6485 H5921 H403 H7925 H7843 H5949
38:1:16	line	H6957	Qaw	H9005 H3651 H3541 H559 H3068 H7725 H3389 H9003 H7356 H1004 H1129 H5002 H6635 H9000 H6961 H5186 H5921
38:2:1	man	H376	Ayash	H9000 H5375 H853 H5869 H7200 H2009 H702 H7161
38:2:1	measuring	H4060	Madah	H9000 H5375 H853 H5869 H7200 H2009 H702 H7161
38:2:1	line	H2256	Chabal	H9000 H5375 H853 H5869 H7200 H2009 H702 H7161
38:2:1	hand	H3027	Yad	H9000 H5375 H853 H5869 H7200 H2009 H702 H7161
38:2:2	going	H1980	Halak	H9000 H559 H413 H9009 H4397 H1696 H9003 H4100 H428 H7161 H834 H2219 H853 H3063 H3478 H3389
38:2:2	measure	H4058	Madad	H9000 H559 H413 H9009 H4397 H1696 H9003 H4100 H428 H7161 H834 H2219 H853 H3063 H3478 H3389
38:2:2	see	H7200	Raah	H9000 H559 H413 H9009 H4397 H1696 H9003 H4100 H428 H7161 H834 H2219 H853 H3063 H3478 H3389
38:2:2	breadth	H7341	Rachab	H9000 H559 H413 H9009 H4397 H1696 H9003 H4100 H428 H7161 H834 H2219 H853 H3063 H3478 H3389
38:2:2	length	H753	Arak	H9000 H559 H413 H9009 H4397 H1696 H9003 H4100 H428 H7161 H834 H2219 H853 H3063 H3478 H3389
38:2:3	angel	H4397	Malaak	H9000 H7200 H3068 H702 H2796
38:2:3	talked	H1696	Dabar	H9000 H7200 H3068 H702 H2796
38:2:3	went	H3318	Yatzaa	H9000 H7200 H3068 H702 H2796
38:2:3	another	H312	Achar	H9000 H7200 H3068 H702 H2796
38:2:3	angel	H4397	Malaak	H9000 H7200 H3068 H702 H2796
38:2:3	went	H3318	Yatzaa	H9000 H7200 H3068 H702 H2796
38:2:3	meet	H7125	Qaraah	H9000 H7200 H3068 H702 H2796
38:2:4	Run	H7323	Rawatz	H9000 H559 H4100 H428 H935 H9005 H6213 H9009 H7161 H834 H2219 H853 H3063 H9004 H6310 H376 H3808 H5375 H7218 H2729 H3034 H1471 H413 H776
38:2:4	speak	H1696	Dabar	H9000 H559 H4100 H428 H935 H9005 H6213 H9009 H7161 H834 H2219 H853 H3063 H9004 H6310 H376 H3808 H5375 H7218 H2729 H3034 H1471 H413 H776
38:2:4	this	H1975	Halaz	H9000 H559 H4100 H428 H935 H9005 H6213 H9009 H7161 H834 H2219 H853 H3063 H9004 H6310 H376 H3808 H5375 H7218 H2729 H3034 H1471 H413 H776
38:2:4	young	H5288	Nair	H9000 H559 H4100 H428 H935 H9005 H6213 H9009 H7161 H834 H2219 H853 H3063 H9004 H6310 H376 H3808 H5375 H7218 H2729 H3034 H1471 H413 H776
38:2:4	Jerusalem	H3389	Yarawashalam	H9000 H559 H4100 H428 H935 H9005 H6213 H9009 H7161 H834 H2219 H853 H3063 H9004 H6310 H376 H3808 H5375 H7218 H2729 H3034 H1471 H413 H776
38:2:4	inhabited	H3427	Yashab	H9000 H559 H4100 H428 H935 H9005 H6213 H9009 H7161 H834 H2219 H853 H3063 H9004 H6310 H376 H3808 H5375 H7218 H2729 H3034 H1471 H413 H776
38:2:4	villages	H6519	Parazah	H9000 H559 H4100 H428 H935 H9005 H6213 H9009 H7161 H834 H2219 H853 H3063 H9004 H6310 H376 H3808 H5375 H7218 H2729 H3034 H1471 H413 H776
38:2:4	multitude	H7230	Rab	H9000 H559 H4100 H428 H935 H9005 H6213 H9009 H7161 H834 H2219 H853 H3063 H9004 H6310 H376 H3808 H5375 H7218 H2729 H3034 H1471 H413 H776
38:2:4	men	H120	Adam	H9000 H559 H4100 H428 H935 H9005 H6213 H9009 H7161 H834 H2219 H853 H3063 H9004 H6310 H376 H3808 H5375 H7218 H2729 H3034 H1471 H413 H776
38:2:5	says	H5002	Naam	H9000 H5375 H5869 H7200 H2009 H376 H9003 H3027 H2256 H4060
38:2:5	Yahweh	H3068	Yahawah	H9000 H5375 H5869 H7200 H2009 H376 H9003 H3027 H2256 H4060
38:2:5	wall	H2346	Chawamah	H9000 H5375 H5869 H7200 H2009 H376 H9003 H3027 H2256 H4060
38:2:5	fire	H784	Ash	H9000 H5375 H5869 H7200 H2009 H376 H9003 H3027 H2256 H4060
38:2:5	glory	H3519	Kabawad	H9000 H5375 H5869 H7200 H2009 H376 H9003 H3027 H2256 H4060
38:2:5	midst	H8432	Thawak	H9000 H5375 H5869 H7200 H2009 H376 H9003 H3027 H2256 H4060
38:2:6	Flee	H5127	Nawas	H9000 H559 H575 H859 H1980 H413 H9005 H4058 H853 H3389 H7200 H9004 H4100 H7341 H753
38:2:6	land	H776	Aratz	H9000 H559 H575 H859 H1980 H413 H9005 H4058 H853 H3389 H7200 H9004 H4100 H7341 H753
38:2:6	north	H6828	Tzapawan	H9000 H559 H575 H859 H1980 H413 H9005 H4058 H853 H3389 H7200 H9004 H4100 H7341 H753
38:2:6	says	H5002	Naam	H9000 H559 H575 H859 H1980 H413 H9005 H4058 H853 H3389 H7200 H9004 H4100 H7341 H753
38:2:6	Yahweh	H3068	Yahawah	H9000 H559 H575 H859 H1980 H413 H9005 H4058 H853 H3389 H7200 H9004 H4100 H7341 H753
38:2:6	spread	H6566	Parash	H9000 H559 H575 H859 H1980 H413 H9005 H4058 H853 H3389 H7200 H9004 H4100 H7341 H753
38:2:6	four	H702	Arabai	H9000 H559 H575 H859 H1980 H413 H9005 H4058 H853 H3389 H7200 H9004 H4100 H7341 H753
38:2:6	winds	H7307	Rawach	H9000 H559 H575 H859 H1980 H413 H9005 H4058 H853 H3389 H7200 H9004 H4100 H7341 H753
38:2:6	says	H5002	Naam	H9000 H559 H575 H859 H1980 H413 H9005 H4058 H853 H3389 H7200 H9004 H4100 H7341 H753
38:2:6	Yahweh	H3068	Yahawah	H9000 H559 H575 H859 H1980 H413 H9005 H4058 H853 H3389 H7200 H9004 H4100 H7341 H753
38:2:7	Zion	H6726	Tzayawan	H9000 H2009 H9009 H4397 H1696 H9003 H3318 H312 H9005 H7125
38:2:7	Escape	H4422	Malat	H9000 H2009 H9009 H4397 H1696 H9003 H3318 H312 H9005 H7125
38:2:7	dwell	H3427	Yashab	H9000 H2009 H9009 H4397 H1696 H9003 H3318 H312 H9005 H7125
38:2:7	daughter	H1323	Bath	H9000 H2009 H9009 H4397 H1696 H9003 H3318 H312 H9005 H7125
38:2:7	Babylon	H894	Babal	H9000 H2009 H9009 H4397 H1696 H9003 H3318 H312 H9005 H7125
38:2:8	Yahweh	H3068	Yahawah	H9000 H559 H413 H7323 H1696 H9009 H5288 H1975 H9005 H6519 H3427 H3389 H9006 H7230 H120 H929 H9003 H8432
38:2:8	Armies	H6635	Tzabaa	H9000 H559 H413 H7323 H1696 H9009 H5288 H1975 H9005 H6519 H3427 H3389 H9006 H7230 H120 H929 H9003 H8432
38:2:8	sent	H7971	Shalach	H9000 H559 H413 H7323 H1696 H9009 H5288 H1975 H9005 H6519 H3427 H3389 H9006 H7230 H120 H929 H9003 H8432
38:2:8	nations	H1471	Gaway	H9000 H559 H413 H7323 H1696 H9009 H5288 H1975 H9005 H6519 H3427 H3389 H9006 H7230 H120 H929 H9003 H8432
38:2:8	apple	H892	Babah	H9000 H559 H413 H7323 H1696 H9009 H5288 H1975 H9005 H6519 H3427 H3389 H9006 H7230 H120 H929 H9003 H8432
38:2:8	eye	H5869	Iyan	H9000 H559 H413 H7323 H1696 H9009 H5288 H1975 H9005 H6519 H3427 H3389 H9006 H7230 H120 H929 H9003 H8432
38:2:9	shake	H5130	Nawap	H9000 H589 H1961 H9005 H5002 H3068 H2346 H784 H5439 H3519 H9003 H8432
38:2:9	hand	H3027	Yad	H9000 H589 H1961 H9005 H5002 H3068 H2346 H784 H5439 H3519 H9003 H8432
38:2:9	spoil	H7998	Shalal	H9000 H589 H1961 H9005 H5002 H3068 H2346 H784 H5439 H3519 H9003 H8432
