ref	english_word	web_strongs	web_translit	oshb_strongs_in_that_verse
9:21:12	Gath	H1661	Gath	H9000 H559 H5650 H397 H413 H3808 H2088 H1732 H4428 H9009 H776 H9005 H6030 H9003 H4246 H5221 H7586 H505 H7233
9:21:13	changed	H8138	Shanah	H9000 H7760 H1732 H853 H9009 H1697 H428 H9003 H3824 H3372 H3966 H9006 H6440 H397 H4428 H1661
9:21:13	before	H5869	Iyan	H9000 H7760 H1732 H853 H9009 H1697 H428 H9003 H3824 H3372 H3966 H9006 H6440 H397 H4428 H1661
9:21:13	mad	H1984	Halal	H9000 H7760 H1732 H853 H9009 H1697 H428 H9003 H3824 H3372 H3966 H9006 H6440 H397 H4428 H1661
9:21:13	hands	H3027	Yad	H9000 H7760 H1732 H853 H9009 H1697 H428 H9003 H3824 H3372 H3966 H9006 H6440 H397 H4428 H1661
9:21:13	scrabbled	H8427	Thawah	H9000 H7760 H1732 H853 H9009 H1697 H428 H9003 H3824 H3372 H3966 H9006 H6440 H397 H4428 H1661
9:21:13	doors	H1817	Dalath	H9000 H7760 H1732 H853 H9009 H1697 H428 H9003 H3824 H3372 H3966 H9006 H6440 H397 H4428 H1661
9:21:13	gate	H8179	Shair	H9000 H7760 H1732 H853 H9009 H1697 H428 H9003 H3824 H3372 H3966 H9006 H6440 H397 H4428 H1661
9:21:13	spittle	H7388	Rayar	H9000 H7760 H1732 H853 H9009 H1697 H428 H9003 H3824 H3372 H3966 H9006 H6440 H397 H4428 H1661
9:21:13	fall	H3381	Yarad	H9000 H7760 H1732 H853 H9009 H1697 H428 H9003 H3824 H3372 H3966 H9006 H6440 H397 H4428 H1661
9:21:13	beard	H2206	Zaqan	H9000 H7760 H1732 H853 H9009 H1697 H428 H9003 H3824 H3372 H3966 H9006 H6440 H397 H4428 H1661
9:21:14	Achish	H397	Akayash	H9000 H8138 H853 H2940 H9003 H5869 H1984 H3027 H8427 H5921 H1817 H9009 H8179 H3381 H7388 H413 H2206
9:21:14	said	H559	Amar	H9000 H8138 H853 H2940 H9003 H5869 H1984 H3027 H8427 H5921 H1817 H9009 H8179 H3381 H7388 H413 H2206
9:21:14	servants	H5650	Ibad	H9000 H8138 H853 H2940 H9003 H5869 H1984 H3027 H8427 H5921 H1817 H9009 H8179 H3381 H7388 H413 H2206
9:21:14	Look	H7200	Raah	H9000 H8138 H853 H2940 H9003 H5869 H1984 H3027 H8427 H5921 H1817 H9009 H8179 H3381 H7388 H413 H2206
9:21:14	man	H376	Ayash	H9000 H8138 H853 H2940 H9003 H5869 H1984 H3027 H8427 H5921 H1817 H9009 H8179 H3381 H7388 H413 H2206
9:21:14	mad	H7696	Shagai	H9000 H8138 H853 H2940 H9003 H5869 H1984 H3027 H8427 H5921 H1817 H9009 H8179 H3381 H7388 H413 H2206
9:21:14	have	H935	Bawaa	H9000 H8138 H853 H2940 H9003 H5869 H1984 H3027 H8427 H5921 H1817 H9009 H8179 H3381 H7388 H413 H2206
9:21:15	lack	H2638	Chasar	H9000 H559 H397 H413 H5650 H2009 H7200 H376 H7696 H9005 H4100 H935 H853
9:21:15	house	H1004	Bayath	H9000 H559 H397 H413 H5650 H2009 H7200 H376 H7696 H9005 H4100 H935 H853
9:22:6	men	H582	Anawash	H9000 H8085 H7586 H3588 H3045 H1732 H376 H834 H854 H3427 H9003 H1390 H8478 H9009 H815 H7413 H2595 H3027 H3605 H5650 H5324 H5921
9:22:6	Ramah	H7414	Ramah	H9000 H8085 H7586 H3588 H3045 H1732 H376 H834 H854 H3427 H9003 H1390 H8478 H9009 H815 H7413 H2595 H3027 H3605 H5650 H5324 H5921
9:22:7	Benjamites	H1145	Banayamayanay	H9000 H559 H7586 H9005 H5650 H9009 H5324 H5921 H8085 H4994 H1121 H3227 H1571 H3605 H5414 H3448 H7704 H3754 H7760 H8269 H505 H3967
9:23:3	men	H582	Anawash	H9000 H559 H376 H1732 H413 H2009 H587 H6311 H9003 H3063 H3372 H637 H3588 H3212 H7084 H4634 H6430
9:23:3	afraid	H3373	Yaraa	H9000 H559 H376 H1732 H413 H2009 H587 H6311 H9003 H3063 H3372 H637 H3588 H3212 H7084 H4634 H6430
9:23:5	men	H582	Anawash	H9000 H3212 H1732 H376 H7084 H3898 H9003 H6430 H5090 H853 H4735 H5221 H4347 H1419 H3467 H3427
9:23:8	men	H582	Anawash	H9000 H8085 H7586 H853 H3605 H9009 H5971 H9005 H4421 H3381 H7084 H6696 H413 H1732 H376
9:23:12	men	H582	Anawash	H9000 H559 H1732 H5462 H1167 H7084 H853 H376 H9003 H3027 H7586 H3068
9:23:13	men	H582	Anawash	H9000 H6965 H1732 H376 H9004 H8337 H3967 H3318 H9006 H7084 H1980 H9003 H834 H9005 H7586 H5046 H3588 H4422 H2308
9:23:24	men	H582	Anawash	H9000 H6965 H3212 H2128 H9005 H6440 H7586 H1732 H376 H9003 H4057 H4584 H6160 H413 H3225 H9009 H3452
9:23:25	men	H582	Anawash	H9000 H3212 H7586 H376 H9005 H1245 H5046 H1732 H3381 H9009 H5553 H3427 H9003 H4057 H4584 H8085 H7291 H310
9:23:26	men	H582	Anawash	H9000 H3212 H7586 H9006 H6654 H9009 H2022 H2088 H1732 H376 H1961 H2648 H9005 H6440 H5849 H413 H8610
9:23:26	men	H582	Anawash	H9000 H3212 H7586 H9006 H6654 H9009 H2022 H2088 H1732 H376 H1961 H2648 H9005 H6440 H5849 H413 H8610
9:23:26	men	H582	Anawash	H9000 H3212 H7586 H9006 H6654 H9009 H2022 H2088 H1732 H376 H1961 H2648 H9005 H6440 H5849 H413 H8610
9:23:28	against	H7125	Qaraah	H9000 H7725 H7586 H9006 H7291 H310 H1732 H3212 H9005 H7122 H6430 H5921 H3651 H7121 H4725 H9009 H1931 H5555
9:24:1	Saul	H7586	Shaawal	H9000 H5927 H1732 H9006 H8033 H3427 H9003 H4679 H5872
9:24:1	returned	H7725	Shawab	H9000 H5927 H1732 H9006 H8033 H3427 H9003 H4679 H5872
9:24:1	following	H310	Achar	H9000 H5927 H1732 H9006 H8033 H3427 H9003 H4679 H5872
9:24:1	Philistines	H6430	Palashathay	H9000 H5927 H1732 H9006 H8033 H3427 H9003 H4679 H5872
9:24:1	told	H5046	Nagad	H9000 H5927 H1732 H9006 H8033 H3427 H9003 H4679 H5872
9:24:1	saying	H559	Amar	H9000 H5927 H1732 H9006 H8033 H3427 H9003 H4679 H5872
9:24:1	wilderness	H4057	Madabar	H9000 H5927 H1732 H9006 H8033 H3427 H9003 H4679 H5872
9:24:2	took	H3947	Laqach	H9000 H1961 H9004 H834 H7725 H7586 H9006 H310 H6430 H5046 H9005 H559 H2009 H1732 H9003 H4057 H5872
9:24:2	three	H7969	Shalawash	H9000 H1961 H9004 H834 H7725 H7586 H9006 H310 H6430 H5046 H9005 H559 H2009 H1732 H9003 H4057 H5872
9:24:2	thousand	H505	Alap	H9000 H1961 H9004 H834 H7725 H7586 H9006 H310 H6430 H5046 H9005 H559 H2009 H1732 H9003 H4057 H5872
9:24:2	chosen	H977	Bachar	H9000 H1961 H9004 H834 H7725 H7586 H9006 H310 H6430 H5046 H9005 H559 H2009 H1732 H9003 H4057 H5872
9:24:2	men	H376	Ayash	H9000 H1961 H9004 H834 H7725 H7586 H9006 H310 H6430 H5046 H9005 H559 H2009 H1732 H9003 H4057 H5872
9:24:2	Israel	H3478	Yasharaal	H9000 H1961 H9004 H834 H7725 H7586 H9006 H310 H6430 H5046 H9005 H559 H2009 H1732 H9003 H4057 H5872
9:24:2	went	H3212	Yalak	H9000 H1961 H9004 H834 H7725 H7586 H9006 H310 H6430 H5046 H9005 H559 H2009 H1732 H9003 H4057 H5872
9:24:2	seek	H1245	Baqash	H9000 H1961 H9004 H834 H7725 H7586 H9006 H310 H6430 H5046 H9005 H559 H2009 H1732 H9003 H4057 H5872
9:24:2	men	H582	Anawash	H9000 H1961 H9004 H834 H7725 H7586 H9006 H310 H6430 H5046 H9005 H559 H2009 H1732 H9003 H4057 H5872
9:24:2	rocks	H6697	Tzawar	H9000 H1961 H9004 H834 H7725 H7586 H9006 H310 H6430 H5046 H9005 H559 H2009 H1732 H9003 H4057 H5872
9:24:2	wild	H3277	Yail	H9000 H1961 H9004 H834 H7725 H7586 H9006 H310 H6430 H5046 H9005 H559 H2009 H1732 H9003 H4057 H5872
9:24:3	came	H935	Bawaa	H9000 H3947 H7586 H7969 H505 H376 H977 H9006 H3605 H3478 H3212 H9005 H1245 H853 H1732 H5921 H6440 H6697 H9009 H3277
9:24:3	way	H1870	Darak	H9000 H3947 H7586 H7969 H505 H376 H977 H9006 H3605 H3478 H3212 H9005 H1245 H853 H1732 H5921 H6440 H6697 H9009 H3277
9:24:3	cave	H4631	Mairah	H9000 H3947 H7586 H7969 H505 H376 H977 H9006 H3605 H3478 H3212 H9005 H1245 H853 H1732 H5921 H6440 H6697 H9009 H3277
9:24:3	went	H935	Bawaa	H9000 H3947 H7586 H7969 H505 H376 H977 H9006 H3605 H3478 H3212 H9005 H1245 H853 H1732 H5921 H6440 H6697 H9009 H3277
9:24:3	men	H582	Anawash	H9000 H3947 H7586 H7969 H505 H376 H977 H9006 H3605 H3478 H3212 H9005 H1245 H853 H1732 H5921 H6440 H6697 H9009 H3277
9:24:3	abiding	H3427	Yashab	H9000 H3947 H7586 H7969 H505 H376 H977 H9006 H3605 H3478 H3212 H9005 H1245 H853 H1732 H5921 H6440 H6697 H9009 H3277
9:24:3	parts	H3411	Yarakah	H9000 H3947 H7586 H7969 H505 H376 H977 H9006 H3605 H3478 H3212 H9005 H1245 H853 H1732 H5921 H6440 H6697 H9009 H3277
9:24:3	cave	H4631	Mairah	H9000 H3947 H7586 H7969 H505 H376 H977 H9006 H3605 H3478 H3212 H9005 H1245 H853 H1732 H5921 H6440 H6697 H9009 H3277
9:24:4	men	H582	Anawash	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	said	H559	Amar	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	day	H3117	Yawam	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	Yahweh	H3068	Yahawah	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	said	H559	Amar	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	deliver	H5414	Nathan	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	enemy	H341	Ayab	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	hand	H3027	Yad	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	do	H6213	Ishah	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	good	H3190	Yatab	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	arose	H6965	Qawam	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	cut	H3772	Karath	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	skirt	H3671	Kanap	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	robe	H4598	Maiyal	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:4	secretly	H3909	Lat	H9000 H935 H413 H1448 H9009 H6629 H5921 H1870 H8033 H4631 H7586 H9005 H5526 H853 H7272 H1732 H376 H9003 H3411 H3427
9:24:5	heart	H3820	Lab	H9000 H559 H376 H1732 H413 H2009 H9009 H3117 H834 H3068 H595 H5414 H853 H341 H9003 H3027 H6213 H9005 H9004 H3190 H5869 H6965 H3772 H3671 H4598 H7586 H3909
9:24:5	struck	H5221	Nakah	H9000 H559 H376 H1732 H413 H2009 H9009 H3117 H834 H3068 H595 H5414 H853 H341 H9003 H3027 H6213 H9005 H9004 H3190 H5869 H6965 H3772 H3671 H4598 H7586 H3909
9:24:6	said	H559	Amar	H9000 H1961 H310 H3651 H5221 H3820 H1732 H853 H5921 H834 H3772 H3671 H9005 H7586
9:24:6	men	H582	Anawash	H9000 H1961 H310 H3651 H5221 H3820 H1732 H853 H5921 H834 H3772 H3671 H9005 H7586
9:24:6	Yahweh	H3068	Yahawah	H9000 H1961 H310 H3651 H5221 H3820 H1732 H853 H5921 H834 H3772 H3671 H9005 H7586
9:24:6	forbid	H2486	Chalayalah	H9000 H1961 H310 H3651 H5221 H3820 H1732 H853 H5921 H834 H3772 H3671 H9005 H7586
9:24:6	do	H6213	Ishah	H9000 H1961 H310 H3651 H5221 H3820 H1732 H853 H5921 H834 H3772 H3671 H9005 H7586
9:24:6	lord	H113	Adawan	H9000 H1961 H310 H3651 H5221 H3820 H1732 H853 H5921 H834 H3772 H3671 H9005 H7586
9:24:6	Yahweh's	H3068	Yahawah	H9000 H1961 H310 H3651 H5221 H3820 H1732 H853 H5921 H834 H3772 H3671 H9005 H7586
9:24:6	anointed	H4899	Mashayach	H9000 H1961 H310 H3651 H5221 H3820 H1732 H853 H5921 H834 H3772 H3671 H9005 H7586
9:24:6	put	H7971	Shalach	H9000 H1961 H310 H3651 H5221 H3820 H1732 H853 H5921 H834 H3772 H3671 H9005 H7586
9:24:6	hand	H3027	Yad	H9000 H1961 H310 H3651 H5221 H3820 H1732 H853 H5921 H834 H3772 H3671 H9005 H7586
9:24:6	Yahweh's	H3068	Yahawah	H9000 H1961 H310 H3651 H5221 H3820 H1732 H853 H5921 H834 H3772 H3671 H9005 H7586
9:24:6	anointed	H4899	Mashayach	H9000 H1961 H310 H3651 H5221 H3820 H1732 H853 H5921 H834 H3772 H3671 H9005 H7586
9:24:7	David	H1732	Dawad	H9000 H559 H9005 H376 H2486 H9006 H3068 H518 H6213 H853 H9009 H1697 H2088 H113 H4899 H7971 H3027 H9003 H3588 H1931
9:24:7	men	H582	Anawash	H9000 H559 H9005 H376 H2486 H9006 H3068 H518 H6213 H853 H9009 H1697 H2088 H113 H4899 H7971 H3027 H9003 H3588 H1931
9:24:7	rise	H6965	Qawam	H9000 H559 H9005 H376 H2486 H9006 H3068 H518 H6213 H853 H9009 H1697 H2088 H113 H4899 H7971 H3027 H9003 H3588 H1931
9:24:7	Saul	H7586	Shaawal	H9000 H559 H9005 H376 H2486 H9006 H3068 H518 H6213 H853 H9009 H1697 H2088 H113 H4899 H7971 H3027 H9003 H3588 H1931
9:24:7	Saul	H7586	Shaawal	H9000 H559 H9005 H376 H2486 H9006 H3068 H518 H6213 H853 H9009 H1697 H2088 H113 H4899 H7971 H3027 H9003 H3588 H1931
9:24:7	rose	H6965	Qawam	H9000 H559 H9005 H376 H2486 H9006 H3068 H518 H6213 H853 H9009 H1697 H2088 H113 H4899 H7971 H3027 H9003 H3588 H1931
9:24:7	cave	H4631	Mairah	H9000 H559 H9005 H376 H2486 H9006 H3068 H518 H6213 H853 H9009 H1697 H2088 H113 H4899 H7971 H3027 H9003 H3588 H1931
9:24:7	went	H3212	Yalak	H9000 H559 H9005 H376 H2486 H9006 H3068 H518 H6213 H853 H9009 H1697 H2088 H113 H4899 H7971 H3027 H9003 H3588 H1931
9:24:7	way	H1870	Darak	H9000 H559 H9005 H376 H2486 H9006 H3068 H518 H6213 H853 H9009 H1697 H2088 H113 H4899 H7971 H3027 H9003 H3588 H1931
9:24:8	went	H3318	Yatzaa	H9000 H8156 H1732 H853 H376 H9003 H1697 H3808 H5414 H9005 H6965 H413 H7586 H9006 H9009 H4631 H3212 H1870
9:24:8	cried	H7121	Qaraa	H9000 H8156 H1732 H853 H376 H9003 H1697 H3808 H5414 H9005 H6965 H413 H7586 H9006 H9009 H4631 H3212 H1870
9:24:8	after	H310	Achar	H9000 H8156 H1732 H853 H376 H9003 H1697 H3808 H5414 H9005 H6965 H413 H7586 H9006 H9009 H4631 H3212 H1870
9:24:8	saying	H559	Amar	H9000 H8156 H1732 H853 H376 H9003 H1697 H3808 H5414 H9005 H6965 H413 H7586 H9006 H9009 H4631 H3212 H1870
9:24:8	lord	H113	Adawan	H9000 H8156 H1732 H853 H376 H9003 H1697 H3808 H5414 H9005 H6965 H413 H7586 H9006 H9009 H4631 H3212 H1870
9:24:8	king	H4428	Malak	H9000 H8156 H1732 H853 H376 H9003 H1697 H3808 H5414 H9005 H6965 H413 H7586 H9006 H9009 H4631 H3212 H1870
9:24:8	looked	H5027	Nabat	H9000 H8156 H1732 H853 H376 H9003 H1697 H3808 H5414 H9005 H6965 H413 H7586 H9006 H9009 H4631 H3212 H1870
9:24:8	behind	H310	Achar	H9000 H8156 H1732 H853 H376 H9003 H1697 H3808 H5414 H9005 H6965 H413 H7586 H9006 H9009 H4631 H3212 H1870
9:24:8	bowed	H6915	Qadad	H9000 H8156 H1732 H853 H376 H9003 H1697 H3808 H5414 H9005 H6965 H413 H7586 H9006 H9009 H4631 H3212 H1870
9:24:8	face	H639	Ap	H9000 H8156 H1732 H853 H376 H9003 H1697 H3808 H5414 H9005 H6965 H413 H7586 H9006 H9009 H4631 H3212 H1870
9:24:8	earth	H776	Aratz	H9000 H8156 H1732 H853 H376 H9003 H1697 H3808 H5414 H9005 H6965 H413 H7586 H9006 H9009 H4631 H3212 H1870
9:24:9	listen	H8085	Shamai	H9000 H6965 H1732 H310 H3651 H3318 H4480 H9009 H4631 H7121 H7586 H9005 H559 H113 H4428 H5027 H6915 H639 H776 H7812
9:24:9	men's	H120	Adam	H9000 H6965 H1732 H310 H3651 H3318 H4480 H9009 H4631 H7121 H7586 H9005 H559 H113 H4428 H5027 H6915 H639 H776 H7812
9:24:9	words	H1697	Dabar	H9000 H6965 H1732 H310 H3651 H3318 H4480 H9009 H4631 H7121 H7586 H9005 H559 H113 H4428 H5027 H6915 H639 H776 H7812
9:24:9	seeks	H1245	Baqash	H9000 H6965 H1732 H310 H3651 H3318 H4480 H9009 H4631 H7121 H7586 H9005 H559 H113 H4428 H5027 H6915 H639 H776 H7812
9:24:9	hurt	H7451	Rai	H9000 H6965 H1732 H310 H3651 H3318 H4480 H9009 H4631 H7121 H7586 H9005 H559 H113 H4428 H5027 H6915 H639 H776 H7812
9:24:10	day	H3117	Yawam	H9000 H559 H1732 H9005 H7586 H4100 H8085 H853 H1697 H120 H2009 H1245 H7451
9:24:10	eyes	H5869	Iyan	H9000 H559 H1732 H9005 H7586 H4100 H8085 H853 H1697 H120 H2009 H1245 H7451
9:24:10	have	H7200	Raah	H9000 H559 H1732 H9005 H7586 H4100 H8085 H853 H1697 H120 H2009 H1245 H7451
9:24:10	Yahweh	H3068	Yahawah	H9000 H559 H1732 H9005 H7586 H4100 H8085 H853 H1697 H120 H2009 H1245 H7451
9:24:10	had	H5414	Nathan	H9000 H559 H1732 H9005 H7586 H4100 H8085 H853 H1697 H120 H2009 H1245 H7451
9:24:10	hand	H3027	Yad	H9000 H559 H1732 H9005 H7586 H4100 H8085 H853 H1697 H120 H2009 H1245 H7451
9:24:10	cave	H4631	Mairah	H9000 H559 H1732 H9005 H7586 H4100 H8085 H853 H1697 H120 H2009 H1245 H7451
9:24:10	kill	H2026	Harag	H9000 H559 H1732 H9005 H7586 H4100 H8085 H853 H1697 H120 H2009 H1245 H7451
9:24:10	spared	H2347	Chawas	H9000 H559 H1732 H9005 H7586 H4100 H8085 H853 H1697 H120 H2009 H1245 H7451
9:24:10	put	H7971	Shalach	H9000 H559 H1732 H9005 H7586 H4100 H8085 H853 H1697 H120 H2009 H1245 H7451
9:24:10	hand	H3027	Yad	H9000 H559 H1732 H9005 H7586 H4100 H8085 H853 H1697 H120 H2009 H1245 H7451
9:24:10	lord	H113	Adawan	H9000 H559 H1732 H9005 H7586 H4100 H8085 H853 H1697 H120 H2009 H1245 H7451
9:24:10	anointed	H4899	Mashayach	H9000 H559 H1732 H9005 H7586 H4100 H8085 H853 H1697 H120 H2009 H1245 H7451
9:24:11	father	H1	Ab	H2009 H9009 H3117 H2088 H7200 H5869 H853 H834 H5414 H3068 H9003 H3027 H4631 H9000 H559 H9005 H2026 H2347 H5921 H3808 H7971 H113 H3588 H4899 H1931
9:24:11	skirt	H3671	Kanap	H2009 H9009 H3117 H2088 H7200 H5869 H853 H834 H5414 H3068 H9003 H3027 H4631 H9000 H559 H9005 H2026 H2347 H5921 H3808 H7971 H113 H3588 H4899 H1931
9:24:11	robe	H4598	Maiyal	H2009 H9009 H3117 H2088 H7200 H5869 H853 H834 H5414 H3068 H9003 H3027 H4631 H9000 H559 H9005 H2026 H2347 H5921 H3808 H7971 H113 H3588 H4899 H1931
9:24:11	cut	H3772	Karath	H2009 H9009 H3117 H2088 H7200 H5869 H853 H834 H5414 H3068 H9003 H3027 H4631 H9000 H559 H9005 H2026 H2347 H5921 H3808 H7971 H113 H3588 H4899 H1931
9:24:11	skirt	H3671	Kanap	H2009 H9009 H3117 H2088 H7200 H5869 H853 H834 H5414 H3068 H9003 H3027 H4631 H9000 H559 H9005 H2026 H2347 H5921 H3808 H7971 H113 H3588 H4899 H1931
9:24:11	robe	H4598	Maiyal	H2009 H9009 H3117 H2088 H7200 H5869 H853 H834 H5414 H3068 H9003 H3027 H4631 H9000 H559 H9005 H2026 H2347 H5921 H3808 H7971 H113 H3588 H4899 H1931
9:24:11	know	H3045	Yadai	H2009 H9009 H3117 H2088 H7200 H5869 H853 H834 H5414 H3068 H9003 H3027 H4631 H9000 H559 H9005 H2026 H2347 H5921 H3808 H7971 H113 H3588 H4899 H1931
9:24:11	evil	H7451	Rai	H2009 H9009 H3117 H2088 H7200 H5869 H853 H834 H5414 H3068 H9003 H3027 H4631 H9000 H559 H9005 H2026 H2347 H5921 H3808 H7971 H113 H3588 H4899 H1931
9:24:11	sinned	H2398	Chataa	H2009 H9009 H3117 H2088 H7200 H5869 H853 H834 H5414 H3068 H9003 H3027 H4631 H9000 H559 H9005 H2026 H2347 H5921 H3808 H7971 H113 H3588 H4899 H1931
9:24:11	hunt	H6658	Tzadah	H2009 H9009 H3117 H2088 H7200 H5869 H853 H834 H5414 H3068 H9003 H3027 H4631 H9000 H559 H9005 H2026 H2347 H5921 H3808 H7971 H113 H3588 H4899 H1931
9:24:11	life	H5315	Napash	H2009 H9009 H3117 H2088 H7200 H5869 H853 H834 H5414 H3068 H9003 H3027 H4631 H9000 H559 H9005 H2026 H2347 H5921 H3808 H7971 H113 H3588 H4899 H1931
9:24:11	take	H3947	Laqach	H2009 H9009 H3117 H2088 H7200 H5869 H853 H834 H5414 H3068 H9003 H3027 H4631 H9000 H559 H9005 H2026 H2347 H5921 H3808 H7971 H113 H3588 H4899 H1931
9:24:12	Yahweh	H3068	Yahawah	H9000 H1 H7200 H1571 H853 H3671 H4598 H9003 H3027 H3588 H3772 H3808 H2026 H3045 H369 H7451 H6588 H2398 H9005 H859 H6658 H5315 H3947
9:24:12	judge	H8199	Shapat	H9000 H1 H7200 H1571 H853 H3671 H4598 H9003 H3027 H3588 H3772 H3808 H2026 H3045 H369 H7451 H6588 H2398 H9005 H859 H6658 H5315 H3947
9:24:12	Yahweh	H3068	Yahawah	H9000 H1 H7200 H1571 H853 H3671 H4598 H9003 H3027 H3588 H3772 H3808 H2026 H3045 H369 H7451 H6588 H2398 H9005 H859 H6658 H5315 H3947
9:24:12	avenge	H5358	Naqam	H9000 H1 H7200 H1571 H853 H3671 H4598 H9003 H3027 H3588 H3772 H3808 H2026 H3045 H369 H7451 H6588 H2398 H9005 H859 H6658 H5315 H3947
9:24:13	proverb	H4912	Mashal	H8199 H3068 H996 H9000 H5358 H4480 H3027 H3808 H1961 H9003
9:24:13	ancients	H6931	Qadamawanay	H8199 H3068 H996 H9000 H5358 H4480 H3027 H3808 H1961 H9003
9:24:13	says	H559	Amar	H8199 H3068 H996 H9000 H5358 H4480 H3027 H3808 H1961 H9003
9:24:13	wicked	H7563	Rashai	H8199 H3068 H996 H9000 H5358 H4480 H3027 H3808 H1961 H9003
9:24:13	comes	H3318	Yatzaa	H8199 H3068 H996 H9000 H5358 H4480 H3027 H3808 H1961 H9003
9:24:13	wickedness	H7562	Rashai	H8199 H3068 H996 H9000 H5358 H4480 H3027 H3808 H1961 H9003
9:24:14	king	H4428	Malak	H9004 H834 H559 H4912 H9009 H6931 H9006 H7561 H3318 H7562 H9000 H3027 H3808 H1961 H9003
9:24:14	Israel	H3478	Yasharaal	H9004 H834 H559 H4912 H9009 H6931 H9006 H7561 H3318 H7562 H9000 H3027 H3808 H1961 H9003
9:24:14	pursue	H7291	Radap	H9004 H834 H559 H4912 H9009 H6931 H9006 H7561 H3318 H7562 H9000 H3027 H3808 H1961 H9003
9:24:14	dead	H4191	Mawath	H9004 H834 H559 H4912 H9009 H6931 H9006 H7561 H3318 H7562 H9000 H3027 H3808 H1961 H9003
9:24:14	dog	H3611	Kalab	H9004 H834 H559 H4912 H9009 H6931 H9006 H7561 H3318 H7562 H9000 H3027 H3808 H1961 H9003
9:24:14	flea	H6550	Paraish	H9004 H834 H559 H4912 H9009 H6931 H9006 H7561 H3318 H7562 H9000 H3027 H3808 H1961 H9003
9:24:15	Yahweh	H3068	Yahawah	H310 H4310 H3318 H4428 H3478 H859 H7291 H3611 H4191 H6550 H259
9:24:15	judge	H1781	Dayan	H310 H4310 H3318 H4428 H3478 H859 H7291 H3611 H4191 H6550 H259
9:24:15	see	H7200	Raah	H310 H4310 H3318 H4428 H3478 H859 H7291 H3611 H4191 H6550 H259
9:24:15	plead	H7378	Rayab	H310 H4310 H3318 H4428 H3478 H859 H7291 H3611 H4191 H6550 H259
9:24:15	cause	H7379	Rayab	H310 H4310 H3318 H4428 H3478 H859 H7291 H3611 H4191 H6550 H259
9:24:15	hand	H3027	Yad	H310 H4310 H3318 H4428 H3478 H859 H7291 H3611 H4191 H6550 H259
9:24:16	David	H1732	Dawad	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
9:24:16	had	H3615	Kalah	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
9:24:16	speaking	H1696	Dabar	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
9:24:16	words	H1697	Dabar	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
9:24:16	Saul	H7586	Shaawal	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
9:24:16	Saul	H7586	Shaawal	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
9:24:16	said	H559	Amar	H9000 H1961 H3068 H9005 H1781 H8199 H996 H7200 H7378 H853 H7379 H9006 H3027
