SN-vs-root consistency audit
========================================================================
Database:      /home/claude/paleo-studio/surface-index.db
Strongs-roots: server/lexicon/strongs-roots.json

Totals
------
Rows scanned:                              23,737
Rows where tagged SN's root letters are
  NOT all present in the surface form:     5,753
Of those, with a plausible alternative:    5,701
  - found in all_strongs (co-attested):    445
  - found via broad search only:           5,256

HIGH confidence (413)
------------------------------------------------------------------------
Exactly one alternative SN co-attested for this surface in the corpus.
Safest candidates for the override file.

  word_raw        tagged    tagged_root       suggested  suggested_root  pos
      candidates: H6696→𐤑𐤅𐤓, H6697→𐤑𐤅𐤓, H6698→𐤑𐤅𐤓, H6673→𐤑𐤅, H214→𐤀𐤅𐤑𐤓, H6676→𐤑𐤅𐤀𐤓, H6677→𐤑𐤅𐤀𐤓
  𐤀𐤑𐤉𐤋        H5337     𐤍𐤑𐤋          H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H678→𐤀𐤑𐤉𐤋, H679→𐤀𐤑𐤉𐤋, H352→𐤀𐤉𐤋
  𐤀𐤑𐤉𐤋𐤊      H5337     𐤍𐤑𐤋          H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H678→𐤀𐤑𐤉𐤋, H679→𐤀𐤑𐤉𐤋, H3628→𐤊𐤋𐤉𐤀
  𐤀𐤑𐤉𐤌        H213      𐤀𐤅𐤑          H533      𐤀𐤌𐤉𐤑        verb
      candidates: H533→𐤀𐤌𐤉𐤑, H557→𐤀𐤌𐤑𐤉, H366→𐤀𐤉𐤌
  𐤀𐤑𐤉𐤕𐤍𐤄    H6702     𐤑𐤅𐤕          H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H8386→𐤕𐤀𐤍𐤉𐤄, H386→𐤀𐤉𐤕𐤍, H387→𐤀𐤉𐤕𐤍
  𐤀𐤑𐤋𐤅𐤕      H679      𐤀𐤑𐤉𐤋        H680      𐤀𐤑𐤋          subs
      candidates: H680→𐤀𐤑𐤋, H681→𐤀𐤑𐤋, H682→𐤀𐤑𐤋, H200→𐤀𐤅𐤋𐤕, H193→𐤀𐤅𐤋, H213→𐤀𐤅𐤑
  𐤀𐤑𐤒          H3332     𐤉𐤑𐤒          H6892     𐤒𐤀            verb
      candidates: H6892→𐤒𐤀, H7093→𐤒𐤑
  𐤀𐤑𐤓𐤄        H5341     𐤍𐤑𐤓          H6862     𐤑𐤓            verb
      candidates: H6862→𐤑𐤓, H6863→𐤑𐤓, H6864→𐤑𐤓, H6865→𐤑𐤓, H686→𐤀𐤑𐤓, H687→𐤀𐤑𐤓, H717→𐤀𐤓𐤄
  𐤀𐤑𐤓𐤊        H5341     𐤍𐤑𐤓          H6862     𐤑𐤓            verb
      candidates: H6862→𐤑𐤓, H6863→𐤑𐤓, H6864→𐤑𐤓, H6865→𐤑𐤓, H406→𐤀𐤊𐤓, H686→𐤀𐤑𐤓, H687→𐤀𐤑𐤓
  𐤀𐤑𐤓𐤕𐤉      H214      𐤀𐤅𐤑𐤓        H686      𐤀𐤑𐤓          subs
      candidates: H686→𐤀𐤑𐤓, H687→𐤀𐤑𐤓, H3501→𐤉𐤕𐤓𐤀, H7212→𐤓𐤀𐤉𐤕, H7525→𐤓𐤑𐤉𐤀
  𐤀𐤑𐤓𐤕𐤉𐤄    H214      𐤀𐤅𐤑𐤓        H686      𐤀𐤑𐤓          subs
      candidates: H686→𐤀𐤑𐤓, H687→𐤀𐤑𐤓, H744→𐤀𐤓𐤉𐤄, H745→𐤀𐤓𐤉𐤄, H3323→𐤉𐤑𐤄𐤓
  𐤀𐤑𐤓𐤕𐤉𐤄𐤌  H214      𐤀𐤅𐤑𐤓        H686      𐤀𐤑𐤓          subs
      candidates: H686→𐤀𐤑𐤓, H687→𐤀𐤑𐤓, H385→𐤀𐤉𐤕𐤌𐤓, H558→𐤀𐤌𐤑𐤉𐤄, H568→𐤀𐤌𐤓𐤉𐤄
  𐤀𐤑𐤕𐤉        H213      𐤀𐤅𐤑          H863      𐤀𐤕𐤉          verb
      candidates: H863→𐤀𐤕𐤉, H3318→𐤉𐤑𐤀, H3319→𐤉𐤑𐤀
  𐤀𐤒𐤃          H6915     𐤒𐤃𐤃          H108      𐤀𐤃            verb
      candidates: H108→𐤀𐤃, H1668→𐤃𐤀, H1851→𐤃𐤒
  𐤀𐤒𐤅𐤁        H5344     𐤍𐤒𐤁          H6957     𐤒𐤅            verb
      candidates: H6957→𐤒𐤅, H79→𐤀𐤁𐤒, H80→𐤀𐤁𐤒, H178→𐤀𐤅𐤁
  𐤀𐤒𐤇          H3947     𐤋𐤒𐤇          H251      𐤀𐤇            verb
      candidates: H251→𐤀𐤇, H252→𐤀𐤇, H253→𐤀𐤇
  𐤀𐤒𐤇𐤄        H3947     𐤋𐤒𐤇          H1889     𐤄𐤀𐤇          verb
      candidates: H1889→𐤄𐤀𐤇, H2707→𐤇𐤒𐤄, H2708→𐤇𐤒𐤄
  𐤀𐤒𐤇𐤄𐤅      H3947     𐤋𐤒𐤇          H262      𐤀𐤇𐤅𐤄        verb
      candidates: H262→𐤀𐤇𐤅𐤄, H263→𐤀𐤇𐤅𐤄, H264→𐤀𐤇𐤅𐤄
  𐤀𐤒𐤇𐤊        H3947     𐤋𐤒𐤇          H251      𐤀𐤇            verb
      candidates: H251→𐤀𐤇, H252→𐤀𐤇, H253→𐤀𐤇
  𐤀𐤒𐤇𐤌        H3947     𐤋𐤒𐤇          H2528     𐤇𐤌𐤀          verb
      candidates: H2528→𐤇𐤌𐤀, H2559→𐤇𐤌𐤒, H4222→𐤌𐤇𐤀
  𐤀𐤒𐤉𐤌        H6965     𐤒𐤅𐤌          H7009     𐤒𐤉𐤌          verb
      candidates: H7009→𐤒𐤉𐤌, H7010→𐤒𐤉𐤌, H7011→𐤒𐤉𐤌, H366→𐤀𐤉𐤌, H532→𐤀𐤌𐤉, H335→𐤀𐤉
  𐤀𐤒𐤉𐤌𐤄      H6966     𐤀𐤒𐤉𐤌𐤄      H367      𐤀𐤉𐤌𐤄        verb
      candidates: H367→𐤀𐤉𐤌𐤄, H7012→𐤒𐤉𐤌𐤄, H165→𐤀𐤄𐤉
  𐤀𐤒𐤋          H7043     𐤒𐤋𐤋          H7031     𐤒𐤋            verb
      candidates: H7031→𐤒𐤋, H7032→𐤒𐤋, H408→𐤀𐤋, H409→𐤀𐤋, H410→𐤀𐤋
  𐤀𐤒𐤌          H6965     𐤒𐤅𐤌          H517      𐤀𐤌            verb
      candidates: H517→𐤀𐤌, H518→𐤀𐤌, H3964→𐤌𐤀
  𐤀𐤓𐤀          H7200     𐤓𐤀𐤄          H690      𐤀𐤓𐤀          verb
      candidates: H690→𐤀𐤓𐤀
  𐤀𐤓𐤀𐤊        H7200     𐤓𐤀𐤄          H754      𐤀𐤓𐤊𐤀        verb
      candidates: H754→𐤀𐤓𐤊𐤀, H406→𐤀𐤊𐤓, H690→𐤀𐤓𐤀
  𐤀𐤓𐤀𐤌        H7200     𐤓𐤀𐤄          H559      𐤀𐤌𐤓          verb
      candidates: H559→𐤀𐤌𐤓, H560→𐤀𐤌𐤓, H561→𐤀𐤌𐤓
  𐤀𐤓𐤀𐤍𐤅      H7200     𐤓𐤀𐤄          H727      𐤀𐤓𐤅𐤍        verb
      candidates: H727→𐤀𐤓𐤅𐤍, H202→𐤀𐤅𐤍, H203→𐤀𐤅𐤍
  𐤀𐤓𐤁𐤅𐤕      H699      𐤀𐤓𐤁𐤄        H693      𐤀𐤓𐤁          subs
      candidates: H693→𐤀𐤓𐤁, H694→𐤀𐤓𐤁, H695→𐤀𐤓𐤁, H696→𐤀𐤓𐤁, H700→𐤀𐤓𐤁𐤅𐤕, H881→𐤁𐤀𐤓𐤅𐤕, H1266→𐤁𐤓𐤅𐤕
  𐤀𐤓𐤁𐤕        H699      𐤀𐤓𐤁𐤄        H693      𐤀𐤓𐤁          subs
      candidates: H693→𐤀𐤓𐤁, H694→𐤀𐤓𐤁, H695→𐤀𐤓𐤁, H696→𐤀𐤓𐤁, H82→𐤀𐤁𐤓, H83→𐤀𐤁𐤓, H88→𐤀𐤁𐤕
  𐤀𐤓𐤃          H3381     𐤉𐤓𐤃          H142      𐤀𐤃𐤓          verb
      candidates: H142→𐤀𐤃𐤓, H143→𐤀𐤃𐤓, H144→𐤀𐤃𐤓
  𐤀𐤓𐤃𐤄        H3381     𐤉𐤓𐤃          H142      𐤀𐤃𐤓          verb
      candidates: H142→𐤀𐤃𐤓, H143→𐤀𐤃𐤓, H144→𐤀𐤃𐤓
  𐤀𐤓𐤃𐤅𐤐      H4272     𐤓𐤃𐤅𐤐        H6514     𐤐𐤓𐤅𐤃𐤀      verb
      candidates: H6514→𐤐𐤓𐤅𐤃𐤀, H646→𐤀𐤐𐤅𐤃, H719→𐤀𐤓𐤅𐤃
  𐤀𐤓𐤄          H779      𐤀𐤓𐤓          H717      𐤀𐤓𐤄          verb
      candidates: H717→𐤀𐤓𐤄, H2024→𐤄𐤓𐤀, H7200→𐤓𐤀𐤄
  𐤀𐤓𐤅𐤕        H723      𐤀𐤓𐤅𐤄        H215      𐤀𐤅𐤓          subs
      candidates: H215→𐤀𐤅𐤓, H216→𐤀𐤅𐤓, H217→𐤀𐤅𐤓
  𐤀𐤓𐤇𐤉𐤌      H4726     𐤌𐤒𐤅𐤓        H732      𐤀𐤓𐤇          verb
      candidates: H732→𐤀𐤓𐤇, H733→𐤀𐤓𐤇, H734→𐤀𐤓𐤇, H735→𐤀𐤓𐤇, H297→𐤀𐤇𐤉𐤓𐤌, H317→𐤀𐤇𐤓𐤉, H534→𐤀𐤌𐤉𐤓
  𐤀𐤓𐤇𐤕        H737      𐤀𐤓𐤇𐤄        H732      𐤀𐤓𐤇          subs
      candidates: H732→𐤀𐤓𐤇, H733→𐤀𐤓𐤇, H734→𐤀𐤓𐤇, H735→𐤀𐤓𐤇, H8473→𐤕𐤇𐤓𐤀, H309→𐤀𐤇𐤓, H310→𐤀𐤇𐤓
  𐤀𐤓𐤇𐤕𐤄      H5943     𐤀𐤓𐤇𐤕𐤄      H732      𐤀𐤓𐤇          subs
      candidates: H732→𐤀𐤓𐤇, H733→𐤀𐤓𐤇, H734→𐤀𐤓𐤇, H735→𐤀𐤓𐤇, H736→𐤀𐤓𐤇𐤄, H737→𐤀𐤓𐤇𐤄, H8473→𐤕𐤇𐤓𐤀
  𐤀𐤓𐤉𐤃        H6440     𐤐𐤍𐤉𐤌        H7377     𐤓𐤉            verb
      candidates: H7377→𐤓𐤉, H117→𐤀𐤃𐤉𐤓, H716→𐤀𐤓𐤃𐤉, H142→𐤀𐤃𐤓
  𐤀𐤓𐤉𐤇        H7306     𐤓𐤅𐤇          H7381     𐤓𐤉𐤇          verb
      candidates: H7381→𐤓𐤉𐤇, H7382→𐤓𐤉𐤇, H7377→𐤓𐤉, H317→𐤀𐤇𐤓𐤉, H277→𐤀𐤇𐤉, H278→𐤀𐤇𐤉
  𐤀𐤓𐤉𐤌        H7311     𐤓𐤅𐤌          H7377     𐤓𐤉            verb
      candidates: H7377→𐤓𐤉, H534→𐤀𐤌𐤉𐤓, H566→𐤀𐤌𐤓𐤉, H567→𐤀𐤌𐤓𐤉
  𐤀𐤓𐤉𐤒        H7324     𐤓𐤅𐤒          H7385     𐤓𐤉𐤒          verb
      candidates: H7385→𐤓𐤉𐤒, H7386→𐤓𐤉𐤒, H7377→𐤓𐤉, H7148→𐤒𐤓𐤉𐤀, H7149→𐤒𐤓𐤉𐤀, H738→𐤀𐤓𐤉
  𐤀𐤓𐤉𐤒𐤌      H3045     𐤉𐤃𐤏          H7385     𐤓𐤉𐤒          verb
      candidates: H7385→𐤓𐤉𐤒, H7386→𐤓𐤉𐤒, H7377→𐤓𐤉, H534→𐤀𐤌𐤉𐤓, H566→𐤀𐤌𐤓𐤉, H567→𐤀𐤌𐤓𐤉
  𐤀𐤓𐤊𐤁        H430      𐤀𐤋𐤄𐤉𐤌      H7392     𐤓𐤊𐤁          verb
      candidates: H7392→𐤓𐤊𐤁, H7393→𐤓𐤊𐤁, H7394→𐤓𐤊𐤁, H7395→𐤓𐤊𐤁, H7390→𐤓𐤊, H7391→𐤓𐤊, H86→𐤀𐤁𐤓𐤊, H55→𐤀𐤁𐤊, H82→𐤀𐤁𐤓
  𐤀𐤓𐤊𐤕        H724      𐤀𐤓𐤅𐤊𐤄      H748      𐤀𐤓𐤊          subs
      candidates: H748→𐤀𐤓𐤊, H749→𐤀𐤓𐤊, H750→𐤀𐤓𐤊, H751→𐤀𐤓𐤊, H752→𐤀𐤓𐤊, H753→𐤀𐤓𐤊, H406→𐤀𐤊𐤓, H870→𐤀𐤕𐤓, H3735→𐤊𐤓𐤀
  𐤀𐤓𐤊𐤕𐤊      H724      𐤀𐤓𐤅𐤊𐤄      H748      𐤀𐤓𐤊          subs
      candidates: H748→𐤀𐤓𐤊, H749→𐤀𐤓𐤊, H750→𐤀𐤓𐤊, H751→𐤀𐤓𐤊, H752→𐤀𐤓𐤊, H753→𐤀𐤓𐤊, H406→𐤀𐤊𐤓, H870→𐤀𐤕𐤓, H3603→𐤊𐤊𐤓
  𐤀𐤓𐤌𐤍𐤅𐤕𐤉𐤍𐤅  H241      𐤀𐤓𐤌𐤍        H758      𐤀𐤓𐤌          subs
      candidates: H758→𐤀𐤓𐤌, H224→𐤀𐤅𐤓𐤉𐤌, H385→𐤀𐤉𐤕𐤌𐤓, H550→𐤀𐤌𐤍𐤅𐤍
  𐤀𐤓𐤌𐤍𐤕𐤉𐤄  H759      𐤀𐤓𐤌𐤅𐤍      H758      𐤀𐤓𐤌          subs
      candidates: H758→𐤀𐤓𐤌, H385→𐤀𐤉𐤕𐤌𐤓, H568→𐤀𐤌𐤓𐤉𐤄, H574→𐤀𐤌𐤕𐤍𐤉
  𐤀𐤓𐤌𐤍𐤕𐤉𐤍𐤅  H3427     𐤀𐤓𐤌𐤍        H758      𐤀𐤓𐤌          subs
      candidates: H758→𐤀𐤓𐤌, H224→𐤀𐤅𐤓𐤉𐤌, H385→𐤀𐤉𐤕𐤌𐤓, H550→𐤀𐤌𐤍𐤅𐤍
  𐤀𐤓𐤍          H727      𐤀𐤓𐤅𐤍        H765      𐤀𐤓𐤍          subs
      candidates: H765→𐤀𐤓𐤍, H766→𐤀𐤓𐤍, H767→𐤀𐤓𐤍, H5010→𐤍𐤀𐤓, H575→𐤀𐤍, H4994→𐤍𐤀
  𐤀𐤓𐤍𐤉𐤄      H728      𐤀𐤓𐤅𐤍𐤄      H765      𐤀𐤓𐤍          nmpr
      candidates: H765→𐤀𐤓𐤍, H766→𐤀𐤓𐤍, H767→𐤀𐤓𐤍, H591→𐤀𐤍𐤉𐤄, H592→𐤀𐤍𐤉𐤄, H744→𐤀𐤓𐤉𐤄
  𐤀𐤓𐤏          H7489     𐤓𐤏𐤏          H7451     𐤓𐤏            verb
      candidates: H7451→𐤓𐤏, H7452→𐤓𐤏, H7453→𐤓𐤏, H7454→𐤓𐤏, H7455→𐤓𐤏, H772→𐤀𐤓𐤏, H636→𐤀𐤏, H6144→𐤏𐤓
  𐤀𐤓𐤐𐤊        H7503     𐤓𐤐𐤄          H404      𐤀𐤊𐤐          verb
      candidates: H404→𐤀𐤊𐤐, H405→𐤀𐤊𐤐, H406→𐤀𐤊𐤓
  𐤀𐤓𐤐𐤍𐤅      H7503     𐤓𐤐𐤄          H212      𐤀𐤅𐤐𐤍        verb
      candidates: H212→𐤀𐤅𐤐𐤍, H727→𐤀𐤓𐤅𐤍, H6290→𐤐𐤀𐤓𐤍
  𐤀𐤓𐤕          H219      𐤀𐤅𐤓𐤄        H870      𐤀𐤕𐤓          subs
      candidates: H870→𐤀𐤕𐤓, H8388→𐤕𐤀𐤓, H8389→𐤕𐤀𐤓
  𐤀𐤓𐤕𐤇𐤔𐤎𐤕𐤀  H783      𐤀𐤓𐤕𐤇𐤔𐤔𐤕𐤀  H8660     𐤕𐤓𐤔𐤕𐤀      nmpr
      candidates: H8660→𐤕𐤓𐤔𐤕𐤀, H635→𐤀𐤎𐤕𐤓, H782→𐤀𐤓𐤔𐤕
  𐤀𐤔𐤀          H5375     𐤍𐤔𐤀          H784      𐤀𐤔            verb
      candidates: H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔
  𐤀𐤔𐤁          H3427     𐤉𐤔𐤁          H887      𐤁𐤀𐤔          verb
      candidates: H887→𐤁𐤀𐤔, H888→𐤁𐤀𐤔, H889→𐤁𐤀𐤔
  𐤀𐤔𐤁𐤄        H3427     𐤉𐤔𐤁          H890      𐤁𐤀𐤔𐤄        verb
      candidates: H890→𐤁𐤀𐤔𐤄, H14→𐤀𐤁𐤄, H15→𐤀𐤁𐤄
  𐤀𐤔𐤅𐤇𐤇      H7878     𐤔𐤅𐤇𐤇        H7742     𐤔𐤅𐤇          verb
      candidates: H7742→𐤔𐤅𐤇, H7743→𐤔𐤅𐤇, H7744→𐤔𐤅𐤇, H265→𐤀𐤇𐤅𐤇, H260→𐤀𐤇𐤅, H2324→𐤇𐤅𐤀
  𐤀𐤔𐤅𐤓𐤌      H805      𐤀𐤔𐤅𐤓𐤉      H804      𐤀𐤔𐤅𐤓        nmpr
      candidates: H804→𐤀𐤔𐤅𐤓, H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H201→𐤀𐤅𐤌𐤓, H3974→𐤌𐤀𐤅𐤓, H4172→𐤌𐤅𐤓𐤀
  𐤀𐤔𐤇𐤄        H5869     𐤏𐤉𐤍          H7811     𐤔𐤇𐤄          verb
      candidates: H7811→𐤔𐤇𐤄, H7812→𐤔𐤇𐤄, H7807→𐤔𐤇, H7808→𐤔𐤇, H800→𐤀𐤔𐤄, H801→𐤀𐤔𐤄, H802→𐤀𐤔𐤄
  𐤀𐤔𐤉          H801      𐤀𐤔𐤄          H784      𐤀𐤔            subs
      candidates: H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H376→𐤀𐤉𐤔, H377→𐤀𐤉𐤔, H2976→𐤉𐤀𐤔
  𐤀𐤔𐤉𐤁        H7725     𐤔𐤅𐤁          H7867     𐤔𐤉𐤁          verb
      candidates: H7867→𐤔𐤉𐤁, H7868→𐤔𐤉𐤁, H7869→𐤔𐤉𐤁, H7862→𐤔𐤉, H7615→𐤔𐤁𐤀𐤉, H21→𐤀𐤁𐤉, H340→𐤀𐤉𐤁
  𐤀𐤔𐤉𐤁𐤄      H7725     𐤔𐤅𐤁          H7867     𐤔𐤉𐤁          verb
      candidates: H7867→𐤔𐤉𐤁, H7868→𐤔𐤉𐤁, H7869→𐤔𐤉𐤁, H7862→𐤔𐤉, H29→𐤀𐤁𐤉𐤄, H342→𐤀𐤉𐤁𐤄, H890→𐤁𐤀𐤔𐤄
  𐤀𐤔𐤉𐤁𐤊      H7725     𐤔𐤅𐤁          H7867     𐤔𐤉𐤁          verb
      candidates: H7867→𐤔𐤉𐤁, H7868→𐤔𐤉𐤁, H7869→𐤔𐤉𐤁, H7862→𐤔𐤉, H397→𐤀𐤊𐤉𐤔, H7615→𐤔𐤁𐤀𐤉, H21→𐤀𐤁𐤉
  𐤀𐤔𐤉𐤁𐤍𐤄    H7725     𐤔𐤅𐤁          H7867     𐤔𐤉𐤁          verb
      candidates: H7867→𐤔𐤉𐤁, H7868→𐤔𐤉𐤁, H7869→𐤔𐤉𐤁, H7862→𐤔𐤉, H5031→𐤍𐤁𐤉𐤀𐤄, H7645→𐤔𐤁𐤍𐤉𐤄, H29→𐤀𐤁𐤉𐤄
  𐤀𐤔𐤉𐤌        H7760     𐤔𐤅𐤌          H7862     𐤔𐤉            verb
      candidates: H7862→𐤔𐤉, H3457→𐤉𐤔𐤌𐤀, H4331→𐤌𐤉𐤔𐤀, H366→𐤀𐤉𐤌
  𐤀𐤔𐤉𐤌𐤄      H7760     𐤔𐤅𐤌          H7862     𐤔𐤉            verb
      candidates: H7862→𐤔𐤉, H367→𐤀𐤉𐤌𐤄, H819→𐤀𐤔𐤌𐤄, H3457→𐤉𐤔𐤌𐤀
  𐤀𐤔𐤉𐤌𐤊      H7760     𐤔𐤅𐤌          H7862     𐤔𐤉            verb
      candidates: H7862→𐤔𐤉, H397→𐤀𐤊𐤉𐤔, H3457→𐤉𐤔𐤌𐤀, H4316→𐤌𐤉𐤊𐤀
  𐤀𐤔𐤉𐤌𐤍𐤄    H1961     𐤄𐤉𐤄          H7862     𐤔𐤉            verb
      candidates: H7862→𐤔𐤉, H367→𐤀𐤉𐤌𐤄, H545→𐤀𐤌𐤍𐤄, H546→𐤀𐤌𐤍𐤄
  𐤀𐤔𐤉𐤓        H2167     𐤆𐤌𐤓          H7891     𐤔𐤉𐤓          verb
      candidates: H7891→𐤔𐤉𐤓, H7892→𐤔𐤉𐤓, H7862→𐤔𐤉, H843→𐤀𐤔𐤓𐤉, H376→𐤀𐤉𐤔, H377→𐤀𐤉𐤔
  𐤀𐤔𐤉𐤓𐤉𐤊    H6456     𐤐𐤎𐤉𐤋        H784      𐤀𐤔            subs
      candidates: H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H397→𐤀𐤊𐤉𐤔, H757→𐤀𐤓𐤊𐤉, H814→𐤀𐤔𐤊𐤓
  𐤀𐤔𐤊𐤋𐤕      H811      𐤀𐤔𐤊𐤅𐤋      H812      𐤀𐤔𐤊𐤋        subs
      candidates: H812→𐤀𐤔𐤊𐤋, H810→𐤀𐤔𐤊, H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H7995→𐤔𐤋𐤊𐤕, H7996→𐤔𐤋𐤊𐤕, H398→𐤀𐤊𐤋
  𐤀𐤔𐤊𐤋𐤕𐤉𐤄  H811      𐤀𐤔𐤊𐤅𐤋      H812      𐤀𐤔𐤊𐤋        subs
      candidates: H812→𐤀𐤔𐤊𐤋, H810→𐤀𐤔𐤊, H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H396→𐤀𐤊𐤉𐤋𐤄, H473→𐤀𐤋𐤉𐤔𐤄, H3798→𐤊𐤕𐤋𐤉𐤔
  𐤀𐤔𐤋𐤇𐤄𐤅    H5971     𐤔𐤋𐤇          H7971     𐤔𐤋𐤇          verb
      candidates: H7971→𐤔𐤋𐤇, H7972→𐤔𐤋𐤇, H7973→𐤔𐤋𐤇, H7974→𐤔𐤋𐤇, H7975→𐤔𐤋𐤇, H7944→𐤔𐤋, H7945→𐤔𐤋, H2476→𐤇𐤋𐤅𐤔𐤄, H262→𐤀𐤇𐤅𐤄, H263→𐤀𐤇𐤅𐤄
  𐤀𐤔𐤋𐤌𐤄      H3124     𐤉𐤅𐤍𐤄        H3808     𐤋𐤀            verb
      candidates: H3808→𐤋𐤀, H7999→𐤔𐤋𐤌
  𐤀𐤔𐤌𐤅𐤕      H819      𐤀𐤔𐤌𐤄        H816      𐤀𐤔𐤌          subs
      candidates: H816→𐤀𐤔𐤌, H817→𐤀𐤔𐤌, H818→𐤀𐤔𐤌, H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H4864→𐤌𐤔𐤀𐤕, H8054→𐤔𐤌𐤅𐤕, H8380→𐤕𐤀𐤅𐤌
  𐤀𐤔𐤌𐤅𐤕𐤉    H6635     𐤀𐤔𐤌𐤅𐤕      H816      𐤀𐤔𐤌          subs
      candidates: H816→𐤀𐤔𐤌, H817→𐤀𐤔𐤌, H818→𐤀𐤔𐤌, H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H573→𐤀𐤌𐤕𐤉, H2060→𐤅𐤔𐤕𐤉, H3101→𐤉𐤅𐤀𐤔
  𐤀𐤔𐤌𐤇𐤄      H5462     𐤎𐤂𐤓          H8055     𐤔𐤌𐤇          verb
      candidates: H8055→𐤔𐤌𐤇, H8056→𐤔𐤌𐤇, H8033→𐤔𐤌, H8034→𐤔𐤌, H8035→𐤔𐤌, H8036→𐤔𐤌, H819→𐤀𐤔𐤌𐤄, H2529→𐤇𐤌𐤀𐤄, H4858→𐤌𐤔𐤀𐤄
  𐤀𐤔𐤌𐤓𐤅𐤕    H821      𐤀𐤔𐤌𐤓𐤄      H816      𐤀𐤔𐤌          subs
      candidates: H816→𐤀𐤔𐤌, H817→𐤀𐤔𐤌, H818→𐤀𐤔𐤌, H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H4863→𐤌𐤔𐤀𐤓𐤕, H7216→𐤓𐤀𐤌𐤅𐤕, H8391→𐤕𐤀𐤔𐤅𐤓
  𐤀𐤔𐤌𐤓𐤕      H821      𐤀𐤔𐤌𐤓𐤄      H816      𐤀𐤔𐤌          subs
      candidates: H816→𐤀𐤔𐤌, H817→𐤀𐤔𐤌, H818→𐤀𐤔𐤌, H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H4863→𐤌𐤔𐤀𐤓𐤕, H782→𐤀𐤓𐤔𐤕, H4864→𐤌𐤔𐤀𐤕
  𐤀𐤔𐤌𐤕𐤉𐤍𐤅  H819      𐤀𐤔𐤌𐤕𐤉      H816      𐤀𐤔𐤌          subs
      candidates: H816→𐤀𐤔𐤌, H817→𐤀𐤔𐤌, H818→𐤀𐤔𐤌, H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H7767→𐤔𐤅𐤍𐤌𐤉𐤕, H380→𐤀𐤉𐤔𐤅𐤍, H574→𐤀𐤌𐤕𐤍𐤉
  𐤀𐤔𐤌𐤕𐤌      H819      𐤀𐤔𐤌𐤄        H816      𐤀𐤔𐤌          subs
      candidates: H816→𐤀𐤔𐤌, H817→𐤀𐤔𐤌, H818→𐤀𐤔𐤌, H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H4864→𐤌𐤔𐤀𐤕, H8043→𐤔𐤌𐤀𐤌, H538→𐤀𐤌𐤌
  𐤀𐤔𐤌𐤕𐤍𐤅    H819      𐤀𐤔𐤌𐤄        H816      𐤀𐤔𐤌          subs
      candidates: H816→𐤀𐤔𐤌, H817→𐤀𐤔𐤌, H818→𐤀𐤔𐤌, H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H850→𐤀𐤔𐤕𐤅𐤍, H4860→𐤌𐤔𐤀𐤅𐤍, H4984→𐤌𐤕𐤍𐤔𐤀
  𐤀𐤔𐤐𐤕𐤅      H827      𐤀𐤔𐤐𐤄        H825      𐤀𐤔𐤐          subs
      candidates: H825→𐤀𐤔𐤐, H826→𐤀𐤔𐤐, H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H830→𐤀𐤔𐤐𐤕, H225→𐤀𐤅𐤕, H226→𐤀𐤅𐤕
  𐤀𐤔𐤒𐤊        H8248     𐤔𐤒𐤄          H8242     𐤔𐤒            verb
      candidates: H8242→𐤔𐤒, H8243→𐤔𐤒, H810→𐤀𐤔𐤊, H7180→𐤒𐤔𐤀, H389→𐤀𐤊
  𐤀𐤔𐤓𐤅𐤕      H842      𐤀𐤔𐤓𐤄        H833      𐤀𐤔𐤓          subs
      candidates: H833→𐤀𐤔𐤓, H834→𐤀𐤔𐤓, H835→𐤀𐤔𐤓, H836→𐤀𐤔𐤓, H837→𐤀𐤔𐤓, H838→𐤀𐤔𐤓, H839→𐤀𐤔𐤓, H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H8391→𐤕𐤀𐤔𐤅𐤓, H782→𐤀𐤓𐤔𐤕, H804→𐤀𐤔𐤅𐤓
