SN-vs-root consistency audit
========================================================================
Database:      /home/claude/paleo-studio/surface-index.db
Strongs-roots: server/lexicon/strongs-roots.json

Totals
------
Rows scanned:                              23,737
Rows where tagged SN's root letters are
  NOT all present in the surface form:     5,753
Of those, with a plausible alternative:    5,701
  - found in all_strongs (co-attested):    445
  - found via broad search only:           5,256

HIGH confidence (413)
------------------------------------------------------------------------
Exactly one alternative SN co-attested for this surface in the corpus.
Safest candidates for the override file.

  word_raw        tagged    tagged_root       suggested  suggested_root  pos
      candidates: H1990→𐤄𐤌, H1991→𐤄𐤌, H1992→𐤄𐤌, H1986→𐤄𐤋𐤌, H1987→𐤄𐤋𐤌, H1988→𐤄𐤋𐤌
  𐤄𐤌𐤋𐤈𐤉      H1471     𐤄𐤌𐤋𐤈𐤉      H1990     𐤄𐤌            verb
      candidates: H1990→𐤄𐤌, H1991→𐤄𐤌, H1992→𐤄𐤌, H4424→𐤌𐤋𐤈𐤉𐤄, H3095→𐤉𐤄𐤋𐤌, H4300→𐤌𐤈𐤉𐤋
  𐤄𐤌𐤎𐤅        H4549     𐤌𐤎𐤎          H4522     𐤌𐤎            verb
      candidates: H4522→𐤌𐤎, H4523→𐤌𐤎, H4533→𐤌𐤎𐤅𐤄, H1949→𐤄𐤅𐤌, H1994→𐤄𐤌𐤅
  𐤄𐤌𐤑𐤀        H2224     𐤄𐤌𐤑𐤀        H1990     𐤄𐤌            verb
      candidates: H1990→𐤄𐤌, H1991→𐤄𐤌, H1992→𐤄𐤌, H556→𐤀𐤌𐤑𐤄, H6773→𐤑𐤌𐤀𐤄, H519→𐤀𐤌𐤄
  𐤄𐤌𐤑𐤉𐤕𐤊    H4672     𐤌𐤑𐤉𐤕        H4671     𐤌𐤑            verb
      candidates: H4671→𐤌𐤑, H3495→𐤉𐤕𐤌𐤄, H3598→𐤊𐤉𐤌𐤄, H4318→𐤌𐤉𐤊𐤄
  𐤄𐤌𐤓          H4171     𐤌𐤅𐤓          H4751     𐤌𐤓            verb
      candidates: H4751→𐤌𐤓, H4752→𐤌𐤓, H4753→𐤌𐤓, H2036→𐤄𐤓𐤌, H2037→𐤄𐤓𐤌, H4116→𐤌𐤄𐤓
  𐤄𐤌𐤕𐤄        H4191     𐤌𐤅𐤕          H4962     𐤌𐤕            verb
      candidates: H4962→𐤌𐤕, H1993→𐤄𐤌𐤄, H4102→𐤌𐤄𐤄, H8538→𐤕𐤌𐤄
  𐤄𐤌𐤕𐤉        H4191     𐤌𐤅𐤕          H3495     𐤉𐤕𐤌𐤄        verb
      candidates: H3495→𐤉𐤕𐤌𐤄, H4970→𐤌𐤕𐤉, H8538→𐤕𐤌𐤄
  𐤄𐤌𐤕𐤉𐤄      H8250     𐤔𐤒𐤅𐤉        H1998     𐤄𐤌𐤉𐤄        verb
      candidates: H1998→𐤄𐤌𐤉𐤄, H3495→𐤉𐤕𐤌𐤄, H1961→𐤄𐤉𐤄
  𐤄𐤌𐤕𐤍        H4191     𐤌𐤅𐤕          H4979     𐤌𐤕𐤍𐤄        verb
      candidates: H4979→𐤌𐤕𐤍𐤄, H4980→𐤌𐤕𐤍𐤄, H8553→𐤕𐤌𐤍𐤄
  𐤄𐤍𐤃𐤐        H6662     𐤑𐤃𐤉𐤒        H2004     𐤄𐤍            verb
      candidates: H2004→𐤄𐤍, H2005→𐤄𐤍, H2006→𐤄𐤍, H1837→𐤃𐤍𐤄, H1920→𐤄𐤃𐤐, H5077→𐤍𐤃𐤄
  𐤄𐤍𐤉𐤇𐤉      H5117     𐤍𐤅𐤇          H5204     𐤍𐤉            verb
      candidates: H5204→𐤍𐤉, H3174→𐤉𐤇𐤉𐤄, H1969→𐤄𐤉𐤍, H2421→𐤇𐤉𐤄
  𐤄𐤍𐤉𐤇𐤕𐤉    H5117     𐤍𐤅𐤇          H5204     𐤍𐤉            verb
      candidates: H5204→𐤍𐤉, H2595→𐤇𐤍𐤉𐤕, H2861→𐤇𐤕𐤍𐤄, H3174→𐤉𐤇𐤉𐤄
  𐤄𐤍𐤉𐤏𐤄      H5128     𐤍𐤅𐤏          H5204     𐤍𐤉            verb
      candidates: H5204→𐤍𐤉, H3284→𐤉𐤏𐤍𐤄, H5093→𐤍𐤄𐤉𐤄, H6043→𐤏𐤍𐤉𐤄
  𐤄𐤍𐤉𐤏𐤌𐤅    H3920     𐤍𐤉𐤏𐤌𐤅      H5204     𐤍𐤉            verb
      candidates: H5204→𐤍𐤉, H4585→𐤌𐤏𐤅𐤍𐤄, H4586→𐤌𐤏𐤅𐤍𐤉, H5984→𐤏𐤌𐤅𐤍𐤉
  𐤄𐤍𐤉𐤐        H5130     𐤍𐤅𐤐          H5204     𐤍𐤉            verb
      candidates: H5204→𐤍𐤉, H3312→𐤉𐤐𐤍𐤄, H1969→𐤄𐤉𐤍, H3238→𐤉𐤍𐤄
  𐤄𐤍𐤉𐤐𐤊𐤌    H5130     𐤍𐤅𐤐          H5204     𐤍𐤉            verb
      candidates: H5204→𐤍𐤉, H2002→𐤄𐤌𐤍𐤉𐤊, H6441→𐤐𐤍𐤉𐤌𐤄, H1968→𐤄𐤉𐤌𐤍
  𐤄𐤍𐤎𐤒𐤄      H1841     𐤃𐤍𐤉𐤀𐤋      H5266     𐤍𐤎𐤒          verb
      candidates: H5266→𐤍𐤎𐤒, H5267→𐤍𐤎𐤒, H5251→𐤍𐤎, H2007→𐤄𐤍𐤄, H2008→𐤄𐤍𐤄, H2009→𐤄𐤍𐤄
  𐤄𐤍𐤏𐤋        H5954     𐤏𐤋𐤋          H5274     𐤍𐤏𐤋          verb
      candidates: H5274→𐤍𐤏𐤋, H5275→𐤍𐤏𐤋, H3939→𐤋𐤏𐤍𐤄, H2012→𐤄𐤍𐤏, H3860→𐤋𐤄𐤍
  𐤄𐤍𐤏𐤋𐤄      H8540     𐤕𐤌𐤄          H5274     𐤍𐤏𐤋          verb
      candidates: H5274→𐤍𐤏𐤋, H5275→𐤍𐤏𐤋, H3939→𐤋𐤏𐤍𐤄, H2007→𐤄𐤍𐤄, H2008→𐤄𐤍𐤄
  𐤄𐤍𐤐𐤄        H5130     𐤍𐤅𐤐          H2004     𐤄𐤍            subs
      candidates: H2004→𐤄𐤍, H2005→𐤄𐤍, H2006→𐤄𐤍, H2007→𐤄𐤍𐤄, H2008→𐤄𐤍𐤄, H2009→𐤄𐤍𐤄
  𐤄𐤎𐤁          H5437     𐤎𐤁𐤁          H5438     𐤎𐤁𐤄          verb
      candidates: H5438→𐤎𐤁𐤄
  𐤄𐤎𐤁𐤅        H5437     𐤎𐤁𐤁          H922      𐤁𐤄𐤅          verb
      candidates: H922→𐤁𐤄𐤅, H947→𐤁𐤅𐤎, H2052→𐤅𐤄𐤁
  𐤄𐤎𐤁𐤅𐤕𐤉    H5437     𐤎𐤁𐤁          H8395     𐤕𐤁𐤅𐤎𐤄      verb
      candidates: H8395→𐤕𐤁𐤅𐤎𐤄, H1332→𐤁𐤕𐤉𐤄, H2982→𐤉𐤁𐤅𐤎
  𐤄𐤎𐤁𐤉        H5437     𐤎𐤁𐤁          H1153     𐤁𐤎𐤉          verb
      candidates: H1153→𐤁𐤎𐤉, H3051→𐤉𐤄𐤁, H3052→𐤉𐤄𐤁
  𐤄𐤎𐤁𐤕        H5437     𐤎𐤁𐤁          H1326     𐤁𐤕𐤄          verb
      candidates: H1326→𐤁𐤕𐤄, H1327→𐤁𐤕𐤄, H5438→𐤎𐤁𐤄
  𐤄𐤎𐤂          H5253     𐤍𐤎𐤂          H1454     𐤂𐤄            verb
      candidates: H1454→𐤂𐤄
  𐤄𐤎𐤂𐤓𐤕𐤍𐤉  H3588     𐤎𐤂𐤓          H5462     𐤎𐤂𐤓          verb
      candidates: H5462→𐤎𐤂𐤓, H5463→𐤎𐤂𐤓, H1527→𐤂𐤉𐤍𐤕, H1903→𐤄𐤂𐤉𐤍, H1905→𐤄𐤂𐤓𐤉
  𐤄𐤎𐤅          H2013     𐤄𐤎𐤄          H1930     𐤄𐤅            verb
      candidates: H1930→𐤄𐤅
  𐤄𐤎𐤉𐤊        H5258     𐤍𐤎𐤊          H3252     𐤉𐤎𐤊𐤄        verb
      candidates: H3252→𐤉𐤎𐤊𐤄, H1963→𐤄𐤉𐤊, H3251→𐤉𐤎𐤊
  𐤄𐤎𐤉𐤕𐤊      H5496     𐤎𐤅𐤕          H3252     𐤉𐤎𐤊𐤄        verb
      candidates: H3252→𐤉𐤎𐤊𐤄, H1963→𐤄𐤉𐤊, H2047→𐤄𐤕𐤊
  𐤄𐤎𐤊          H5258     𐤍𐤎𐤊          H5519     𐤎𐤊            verb
      candidates: H5519→𐤎𐤊, H5520→𐤎𐤊, H3680→𐤊𐤎𐤄, H5521→𐤎𐤊𐤄, H3541→𐤊𐤄
  𐤄𐤎𐤊𐤅        H5258     𐤍𐤎𐤊          H5519     𐤎𐤊            verb
      candidates: H5519→𐤎𐤊, H5520→𐤎𐤊, H1946→𐤄𐤅𐤊, H3554→𐤊𐤅𐤄, H3563→𐤊𐤅𐤎
  𐤄𐤎𐤒𐤅        H5267     𐤍𐤎𐤒          H6960     𐤒𐤅𐤄          verb
      candidates: H6960→𐤒𐤅𐤄, H6961→𐤒𐤅𐤄, H1930→𐤄𐤅
  𐤄𐤎𐤕𐤄        H5496     𐤎𐤅𐤕          H2013     𐤄𐤎𐤄          verb
      candidates: H2013→𐤄𐤎𐤄, H1929→𐤄𐤄
  𐤄𐤎𐤕𐤅𐤐𐤐    H3519     𐤄𐤎𐤕𐤅𐤐𐤐    H5492     𐤎𐤅𐤐𐤄        verb
      candidates: H5492→𐤎𐤅𐤐𐤄, H6462→𐤐𐤎𐤐𐤄, H5486→𐤎𐤅𐤐
  𐤄𐤏𐤃          H5749     𐤏𐤅𐤃          H5703     𐤏𐤃            verb
      candidates: H5703→𐤏𐤃, H5704→𐤏𐤃, H5705→𐤏𐤃, H5706→𐤏𐤃, H5707→𐤏𐤃, H5708→𐤏𐤃, H1844→𐤃𐤏𐤄, H5710→𐤏𐤃𐤄, H5711→𐤏𐤃𐤄
  𐤄𐤏𐤃𐤕𐤄      H5749     𐤏𐤃𐤕𐤄        H5703     𐤏𐤃            verb
      candidates: H5703→𐤏𐤃, H5704→𐤏𐤃, H5705→𐤏𐤃, H5706→𐤏𐤃, H5707→𐤏𐤃, H5708→𐤏𐤃, H1844→𐤃𐤏𐤄, H1847→𐤃𐤏𐤕, H1911→𐤄𐤃𐤄
  𐤄𐤏𐤃𐤕𐤉      H5749     𐤏𐤅𐤃          H5703     𐤏𐤃            verb
      candidates: H5703→𐤏𐤃, H5704→𐤏𐤃, H5705→𐤏𐤃, H5706→𐤏𐤃, H5707→𐤏𐤃, H5708→𐤏𐤃, H5718→𐤏𐤃𐤉𐤄, H6263→𐤏𐤕𐤉𐤃, H6264→𐤏𐤕𐤉𐤃
  𐤄𐤏𐤅𐤄        H6117     𐤏𐤒𐤁          H5753     𐤏𐤅𐤄          verb
      candidates: H5753→𐤏𐤅𐤄, H5754→𐤏𐤅𐤄, H5755→𐤏𐤅𐤄, H1942→𐤄𐤅𐤄, H1943→𐤄𐤅𐤄, H1929→𐤄𐤄
  𐤄𐤏𐤆          H5756     𐤏𐤅𐤆          H5794     𐤏𐤆            verb
      candidates: H5794→𐤏𐤆, H5795→𐤏𐤆, H5796→𐤏𐤆, H5797→𐤏𐤆, H2188→𐤆𐤏𐤄, H5804→𐤏𐤆𐤄, H2088→𐤆𐤄
  𐤄𐤏𐤆𐤄        H5810     𐤏𐤆𐤆          H5794     𐤏𐤆            verb
      candidates: H5794→𐤏𐤆, H5795→𐤏𐤆, H5796→𐤏𐤆, H5797→𐤏𐤆, H1957→𐤄𐤆𐤄, H2188→𐤆𐤏𐤄, H5804→𐤏𐤆𐤄
  𐤄𐤏𐤈𐤉𐤕      H5641     𐤎𐤕𐤓          H5842     𐤏𐤈            verb
      candidates: H5842→𐤏𐤈, H6265→𐤏𐤕𐤉𐤄, H2937→𐤈𐤏𐤄, H3194→𐤉𐤈𐤄
  𐤄𐤏𐤉𐤃        H5749     𐤏𐤅𐤃          H5856     𐤏𐤉            verb
      candidates: H5856→𐤏𐤉, H5857→𐤏𐤉, H5718→𐤏𐤃𐤉𐤄, H1772→𐤃𐤉𐤄, H1844→𐤃𐤏𐤄
  𐤄𐤏𐤉𐤃𐤕      H5749     𐤏𐤅𐤃          H5856     𐤏𐤉            verb
      candidates: H5856→𐤏𐤉, H5857→𐤏𐤉, H5718→𐤏𐤃𐤉𐤄, H6263→𐤏𐤕𐤉𐤃, H6264→𐤏𐤕𐤉𐤃
  𐤄𐤏𐤉𐤃𐤕𐤉    H5749     𐤏𐤅𐤃          H5856     𐤏𐤉            verb
      candidates: H5856→𐤏𐤉, H5857→𐤏𐤉, H3048→𐤉𐤃𐤏𐤉𐤄, H3042→𐤉𐤃𐤉𐤄, H3056→𐤉𐤄𐤃𐤉
  𐤄𐤏𐤉𐤓        H5782     𐤏𐤅𐤓          H5892     𐤏𐤉𐤓          verb
      candidates: H5892→𐤏𐤉𐤓, H5893→𐤏𐤉𐤓, H5894→𐤏𐤉𐤓, H5895→𐤏𐤉𐤓, H5856→𐤏𐤉, H5857→𐤏𐤉, H3294→𐤉𐤏𐤓𐤄, H3295→𐤉𐤏𐤓𐤄, H6181→𐤏𐤓𐤉𐤄
  𐤄𐤏𐤉𐤓𐤄      H5782     𐤏𐤅𐤓          H5892     𐤏𐤉𐤓          verb
      candidates: H5892→𐤏𐤉𐤓, H5893→𐤏𐤉𐤓, H5894→𐤏𐤉𐤓, H5895→𐤏𐤉𐤓, H5856→𐤏𐤉, H5857→𐤏𐤉, H3294→𐤉𐤏𐤓𐤄, H3295→𐤉𐤏𐤓𐤄, H6181→𐤏𐤓𐤉𐤄
  𐤄𐤏𐤋𐤍𐤉      H5954     𐤏𐤋𐤋          H5920     𐤏𐤋            verb
      candidates: H5920→𐤏𐤋, H5921→𐤏𐤋, H5922→𐤏𐤋, H5923→𐤏𐤋, H3280→𐤉𐤏𐤋𐤄, H3284→𐤉𐤏𐤍𐤄, H3939→𐤋𐤏𐤍𐤄
  𐤄𐤏𐤌𐤃𐤍𐤅    H3899     𐤋𐤇𐤌          H5975     𐤏𐤌𐤃          verb
      candidates: H5975→𐤏𐤌𐤃, H5976→𐤏𐤌𐤃, H5977→𐤏𐤌𐤃, H5978→𐤏𐤌𐤃, H5971→𐤏𐤌, H5972→𐤏𐤌, H5973→𐤏𐤌, H5974→𐤏𐤌, H4152→𐤌𐤅𐤏𐤃𐤄, H4575→𐤌𐤏𐤃𐤍𐤄, H4585→𐤌𐤏𐤅𐤍𐤄
  𐤄𐤏𐤕𐤓𐤕𐤉    H559      𐤀𐤌𐤓          H6279     𐤏𐤕𐤓          verb
      candidates: H6279→𐤏𐤕𐤓, H6280→𐤏𐤕𐤓, H6281→𐤏𐤕𐤓, H6282→𐤏𐤕𐤓, H6256→𐤏𐤕, H8654→𐤕𐤓𐤏𐤕𐤉, H3294→𐤉𐤏𐤓𐤄, H3295→𐤉𐤏𐤓𐤄
  𐤄𐤐𐤂𐤅𐤕      H2014     𐤄𐤐𐤂𐤄        H1480     𐤂𐤅𐤐𐤄        subs
      candidates: H1480→𐤂𐤅𐤐𐤄, H1900→𐤄𐤂𐤅𐤕, H6314→𐤐𐤅𐤂𐤄
  𐤄𐤐𐤉𐤋        H5307     𐤍𐤐𐤋          H6411     𐤐𐤋𐤉𐤄        verb
      candidates: H6411→𐤐𐤋𐤉𐤄, H3302→𐤉𐤐𐤄, H3303→𐤉𐤐𐤄
  𐤄𐤐𐤉𐤋𐤄      H5307     𐤍𐤐𐤋          H6411     𐤐𐤋𐤉𐤄        verb
      candidates: H6411→𐤐𐤋𐤉𐤄, H1961→𐤄𐤉𐤄, H1962→𐤄𐤉𐤄
  𐤄𐤐𐤉𐤋𐤄𐤅    H5307     𐤍𐤐𐤋          H3068     𐤉𐤄𐤅𐤄        verb
      candidates: H3068→𐤉𐤄𐤅𐤄, H3069→𐤉𐤄𐤅𐤄, H3880→𐤋𐤅𐤉𐤄
  𐤄𐤐𐤉𐤋𐤅      H5307     𐤍𐤐𐤋          H3880     𐤋𐤅𐤉𐤄        verb
      candidates: H3880→𐤋𐤅𐤉𐤄, H6411→𐤐𐤋𐤉𐤄, H1945→𐤄𐤅𐤉
  𐤄𐤐𐤉𐤋𐤊𐤌    H5307     𐤍𐤐𐤋          H4375     𐤌𐤊𐤐𐤋𐤄      verb
      candidates: H4375→𐤌𐤊𐤐𐤋𐤄, H4441→𐤌𐤋𐤊𐤉𐤄, H1964→𐤄𐤉𐤊𐤋
  𐤄𐤐𐤉𐤑        H6327     𐤐𐤅𐤑          H6836     𐤑𐤐𐤉𐤄        verb
      candidates: H6836→𐤑𐤐𐤉𐤄, H3096→𐤉𐤄𐤑, H3302→𐤉𐤐𐤄
  𐤄𐤐𐤉𐤑𐤉      H6327     𐤐𐤅𐤑          H6836     𐤑𐤐𐤉𐤄        verb
      candidates: H6836→𐤑𐤐𐤉𐤄, H3096→𐤉𐤄𐤑, H3302→𐤉𐤐𐤄
  𐤄𐤐𐤉𐤑𐤊      H6327     𐤐𐤅𐤑          H6836     𐤑𐤐𐤉𐤄        verb
      candidates: H6836→𐤑𐤐𐤉𐤄, H1963→𐤄𐤉𐤊, H2015→𐤄𐤐𐤊
  𐤄𐤐𐤉𐤑𐤌      H6327     𐤐𐤅𐤑          H4650     𐤌𐤐𐤉𐤑        verb
      candidates: H4650→𐤌𐤐𐤉𐤑, H4707→𐤌𐤑𐤐𐤄, H4708→𐤌𐤑𐤐𐤄
  𐤄𐤐𐤉𐤑𐤍𐤉    H6327     𐤐𐤅𐤑          H6846     𐤑𐤐𐤍𐤉𐤄      verb
      candidates: H6846→𐤑𐤐𐤍𐤉𐤄, H3312→𐤉𐤐𐤍𐤄, H6797→𐤑𐤍𐤉𐤐
  𐤄𐤐𐤉𐤓        H6331     𐤐𐤅𐤓          H7383     𐤓𐤉𐤐𐤄        verb
      candidates: H7383→𐤓𐤉𐤐𐤄, H7509→𐤓𐤐𐤉𐤄, H3302→𐤉𐤐𐤄
  𐤄𐤐𐤊𐤕        H2398     𐤇𐤈𐤀          H2015     𐤄𐤐𐤊          verb
      candidates: H2015→𐤄𐤐𐤊, H2016→𐤄𐤐𐤊, H2017→𐤄𐤐𐤊, H2047→𐤄𐤕𐤊, H3711→𐤊𐤐𐤄, H3712→𐤊𐤐𐤄
  𐤄𐤐𐤋𐤉𐤕𐤉    H6213     𐤏𐤔𐤄          H8530     𐤕𐤋𐤐𐤉𐤄      verb
      candidates: H8530→𐤕𐤋𐤐𐤉𐤄, H3217→𐤉𐤋𐤐𐤕, H3494→𐤉𐤕𐤋𐤄
  𐤄𐤐𐤋𐤍𐤅      H853      𐤀𐤕            H1951     𐤄𐤅𐤍          verb
      candidates: H1951→𐤄𐤅𐤍, H1952→𐤄𐤅𐤍, H3860→𐤋𐤄𐤍
  𐤄𐤐𐤋𐤕𐤉      H5307     𐤍𐤐𐤋          H8530     𐤕𐤋𐤐𐤉𐤄      verb
      candidates: H8530→𐤕𐤋𐤐𐤉𐤄, H3217→𐤉𐤋𐤐𐤕, H3494→𐤉𐤕𐤋𐤄
  𐤄𐤐𐤋𐤕𐤉𐤅    H5307     𐤍𐤐𐤋          H8530     𐤕𐤋𐤐𐤉𐤄      verb
      candidates: H8530→𐤕𐤋𐤐𐤉𐤄, H3217→𐤉𐤋𐤐𐤕, H3494→𐤉𐤕𐤋𐤄
  𐤄𐤐𐤋𐤕𐤉𐤌    H5307     𐤍𐤐𐤋          H8530     𐤕𐤋𐤐𐤉𐤄      verb
      candidates: H8530→𐤕𐤋𐤐𐤉𐤄, H3095→𐤉𐤄𐤋𐤌, H3217→𐤉𐤋𐤐𐤕
  𐤄𐤐𐤋𐤕𐤌      H5307     𐤍𐤐𐤋          H4654     𐤌𐤐𐤋𐤄        verb
      candidates: H4654→𐤌𐤐𐤋𐤄, H4658→𐤌𐤐𐤋𐤕, H8604→𐤕𐤐𐤋𐤄
  𐤄𐤐𐤑          H6327     𐤐𐤅𐤑          H6475     𐤐𐤑𐤄          verb
      candidates: H6475→𐤐𐤑𐤄, H6822→𐤑𐤐𐤄, H6823→𐤑𐤐𐤄
  𐤄𐤐𐤑𐤅𐤕𐤉𐤌  H3541     𐤐𐤑𐤅          H8600     𐤕𐤐𐤅𐤑𐤄      verb
      candidates: H8600→𐤕𐤐𐤅𐤑𐤄, H3147→𐤉𐤅𐤕𐤌, H3490→𐤉𐤕𐤅𐤌
  𐤄𐤐𐤑𐤕𐤉      H6327     𐤐𐤅𐤑          H6836     𐤑𐤐𐤉𐤄        verb
      candidates: H6836→𐤑𐤐𐤉𐤄, H6844→𐤑𐤐𐤉𐤕, H6859→𐤑𐤐𐤕𐤄
  𐤄𐤐𐤑𐤕𐤌      H6327     𐤐𐤅𐤑          H4707     𐤌𐤑𐤐𐤄        verb
      candidates: H4707→𐤌𐤑𐤐𐤄, H4708→𐤌𐤑𐤐𐤄, H4709→𐤌𐤑𐤐𐤄
  𐤄𐤐𐤓𐤕𐤄      H6565     𐤐𐤓𐤕𐤄        H6578     𐤐𐤓𐤕          verb
      candidates: H6578→𐤐𐤓𐤕, H6499→𐤐𐤓, H2029→𐤄𐤓𐤄, H2030→𐤄𐤓𐤄, H6509→𐤐𐤓𐤄
  𐤄𐤑𐤀𐤕        H3318     𐤉𐤑𐤀          H857      𐤀𐤕𐤄          verb
      candidates: H857→𐤀𐤕𐤄, H858→𐤀𐤕𐤄, H859→𐤀𐤕𐤄
  𐤄𐤑𐤂          H3322     𐤉𐤑𐤂          H1454     𐤂𐤄            verb
      candidates: H1454→𐤂𐤄
  𐤄𐤑𐤂𐤕𐤉𐤄    H2029     𐤄𐤓𐤄          H1455     𐤂𐤄𐤄          verb
      candidates: H1455→𐤂𐤄𐤄, H1456→𐤂𐤄𐤄, H1663→𐤂𐤕𐤉
  𐤄𐤑𐤅          H5327     𐤍𐤑𐤄          H6680     𐤑𐤅𐤄          verb
      candidates: H6680→𐤑𐤅𐤄, H1930→𐤄𐤅, H6673→𐤑𐤅
  𐤄𐤑𐤅𐤕𐤅      H776      𐤀𐤓𐤑          H6680     𐤑𐤅𐤄          verb
      candidates: H6680→𐤑𐤅𐤄, H6702→𐤑𐤅𐤕, H8414→𐤕𐤄𐤅
  𐤄𐤑𐤉𐤁        H5324     𐤍𐤑𐤁          H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H1000→𐤁𐤉𐤑𐤄, H6645→𐤑𐤁𐤉𐤄, H6646→𐤑𐤁𐤉𐤄
  𐤄𐤑𐤉𐤁𐤅      H5324     𐤍𐤑𐤁          H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H1000→𐤁𐤉𐤑𐤄, H6645→𐤑𐤁𐤉𐤄, H6646→𐤑𐤁𐤉𐤄
  𐤄𐤑𐤉𐤁𐤉      H5324     𐤑𐤉𐤁𐤉        H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H1000→𐤁𐤉𐤑𐤄, H3330→𐤉𐤑𐤉𐤁, H6645→𐤑𐤁𐤉𐤄
  𐤄𐤑𐤉𐤋        H5337     𐤍𐤑𐤋          H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H3096→𐤉𐤄𐤑, H3914→𐤋𐤉𐤄, H6670→𐤑𐤄𐤋
  𐤄𐤑𐤉𐤋𐤄      H3467     𐤉𐤔𐤏          H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H2020→𐤄𐤑𐤋𐤄, H1961→𐤄𐤉𐤄, H1962→𐤄𐤉𐤄
  𐤄𐤑𐤉𐤋𐤅      H5337     𐤍𐤑𐤋          H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H3880→𐤋𐤅𐤉𐤄, H6683→𐤑𐤅𐤋𐤄, H1945→𐤄𐤅𐤉
  𐤄𐤑𐤉𐤋𐤊      H5337     𐤍𐤑𐤋          H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H1964→𐤄𐤉𐤊𐤋, H1965→𐤄𐤉𐤊𐤋, H1978→𐤄𐤋𐤉𐤊
  𐤄𐤑𐤉𐤋𐤌      H5337     𐤍𐤑𐤋          H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H4426→𐤌𐤋𐤉𐤑𐤄, H3095→𐤉𐤄𐤋𐤌, H4698→𐤌𐤑𐤋𐤄
  𐤄𐤑𐤉𐤐        H6687     𐤑𐤅𐤐          H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H6836→𐤑𐤐𐤉𐤄, H3096→𐤉𐤄𐤑, H3302→𐤉𐤐𐤄
  𐤄𐤑𐤉𐤒𐤄      H6693     𐤑𐤅𐤒          H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H3333→𐤉𐤑𐤒𐤄, H3349→𐤉𐤒𐤄𐤄, H1961→𐤄𐤉𐤄
  𐤄𐤑𐤉𐤒𐤕𐤍𐤉  H6693     𐤑𐤉𐤒𐤕        H6716     𐤑𐤉            verb
      candidates: H6716→𐤑𐤉, H3242→𐤉𐤍𐤉𐤒𐤄, H3333→𐤉𐤑𐤒𐤄, H6729→𐤑𐤉𐤍𐤒
  𐤄𐤑𐤋𐤅𐤕𐤄    H7010     𐤑𐤋𐤅𐤕𐤄      H6738     𐤑𐤋            verb
      candidates: H6738→𐤑𐤋, H2020→𐤄𐤑𐤋𐤄, H6683→𐤑𐤅𐤋𐤄, H8416→𐤕𐤄𐤋𐤄
  𐤄𐤑𐤌𐤉𐤕𐤌    H341      𐤑𐤌𐤉𐤕        H1967     𐤄𐤉𐤌𐤌        verb
      candidates: H1967→𐤄𐤉𐤌𐤌, H3495→𐤉𐤕𐤌𐤄, H6782→𐤑𐤌𐤉𐤌
  𐤄𐤑𐤓          H6887     𐤑𐤓𐤓          H6862     𐤑𐤓            verb
      candidates: H6862→𐤑𐤓, H6863→𐤑𐤓, H6864→𐤑𐤓, H6865→𐤑𐤓, H6671→𐤑𐤄𐤓, H6672→𐤑𐤄𐤓, H6869→𐤑𐤓𐤄
  𐤄𐤑𐤓𐤅𐤕𐤉    H6887     𐤑𐤓𐤓          H6862     𐤑𐤓            verb
      candidates: H6862→𐤑𐤓, H6863→𐤑𐤓, H6864→𐤑𐤓, H6865→𐤑𐤓, H1956→𐤄𐤅𐤕𐤉𐤓, H6870→𐤑𐤓𐤅𐤉𐤄, H3138→𐤉𐤅𐤓𐤄
  𐤄𐤑𐤓𐤕𐤉      H6887     𐤑𐤓𐤓          H6862     𐤑𐤓            verb
      candidates: H6862→𐤑𐤓, H6863→𐤑𐤓, H6864→𐤑𐤓, H6865→𐤑𐤓, H3323→𐤉𐤑𐤄𐤓, H3324→𐤉𐤑𐤄𐤓, H3502→𐤉𐤕𐤓𐤄
  𐤄𐤑𐤕𐤌        H5327     𐤍𐤑𐤄          H4680     𐤌𐤑𐤄          verb
      candidates: H4680→𐤌𐤑𐤄, H4681→𐤌𐤑𐤄, H4682→𐤌𐤑𐤄
  𐤄𐤒𐤉𐤌        H6965     𐤒𐤅𐤌          H7009     𐤒𐤉𐤌          verb
      candidates: H7009→𐤒𐤉𐤌, H7010→𐤒𐤉𐤌, H7011→𐤒𐤉𐤌, H7012→𐤒𐤉𐤌𐤄, H3348→𐤉𐤒𐤄, H7006→𐤒𐤉𐤄
  𐤄𐤒𐤉𐤌𐤄      H6966     𐤒𐤉𐤌𐤄        H7009     𐤒𐤉𐤌          verb
